t_s,dt_s,series_id,u_dac_1,u_dac_2,u_dac_3,u_dac_4,u_dac_5,u_dac_6,u_dac_7,u_dac_8,u_dac_9,u_dac_10,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,y_S11_plus1,y_S12_plus1,y_S21_plus1,y_S22_plus1,y_S31_plus1,y_S32_plus1
0.095903,0.0,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5225,28.3522,49.2933,49.9382,49.2077,49.7363,28.4941,28.4193,49.2881,49.9398,49.209,49.7376
0.18787,0.091967,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4941,28.4193,49.2881,49.9398,49.209,49.7376,28.5459,28.4222,49.2972,49.9372,49.2035,49.7373
0.283604,0.095734,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5459,28.4222,49.2972,49.9372,49.2035,49.7373,28.6188,28.3633,49.293,49.9385,49.207,49.7334
0.37563,0.092026,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6188,28.3633,49.293,49.9385,49.207,49.7334,28.5059,28.4108,49.2952,49.9378,49.209,49.7367
0.467683,0.092053,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5059,28.4108,49.2952,49.9378,49.209,49.7367,28.5264,28.3965,49.3018,49.9395,49.208,49.7412
0.563635,0.095952,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5264,28.3965,49.3018,49.9395,49.208,49.7412,28.4821,28.3799,49.2874,49.9391,49.2038,49.7406
0.655668,0.092033,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4821,28.3799,49.2874,49.9391,49.2038,49.7406,28.4176,28.3363,49.2985,49.9398,49.1999,49.7396
0.747687,0.092018,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4176,28.3363,49.2985,49.9398,49.1999,49.7396,28.5837,28.4375,49.2985,49.9401,49.2093,49.734
0.84368,0.095993,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5837,28.4375,49.2985,49.9401,49.2093,49.734,28.5205,28.3356,49.2962,49.9395,49.2077,49.7402
0.935672,0.091992,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5205,28.3356,49.2962,49.9395,49.2077,49.7402,28.471,28.3704,49.2962,49.9411,49.2041,49.7399
1.027719,0.092047,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.471,28.3704,49.2962,49.9411,49.2041,49.7399,28.5423,28.2979,49.2995,49.9382,49.2025,49.7383
1.123662,0.095943,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5423,28.2979,49.2995,49.9382,49.2025,49.7383,28.5768,28.3027,49.3011,49.9378,49.2083,49.7412
1.215678,0.092016,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5768,28.3027,49.3011,49.9378,49.2083,49.7412,28.6243,28.2988,49.2988,49.9411,49.207,49.7363
1.307746,0.092068,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6243,28.2988,49.2988,49.9411,49.207,49.7363,50.0,36.4417,50.0,49.9469,50.0,49.9307
1.403687,0.095941,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.4417,50.0,49.9469,50.0,49.9307,50.0,36.4629,50.0,49.9456,50.0,49.9284
1.495714,0.092027,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.4629,50.0,49.9456,50.0,49.9284,50.0,36.5244,50.0,49.9469,50.0,49.9294
1.591682,0.095968,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5244,50.0,49.9469,50.0,49.9294,50.0,36.5322,50.0,49.946,50.0,49.9287
1.68369,0.092008,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5322,50.0,49.946,50.0,49.9287,50.0,36.5667,50.0,49.945,50.0,49.931
1.775751,0.092061,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5667,50.0,49.945,50.0,49.931,50.0,36.5557,50.0,49.946,50.0,49.9274
1.87169,0.095939,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5557,50.0,49.946,50.0,49.9274,28.4606,28.4079,49.2917,49.9382,49.2051,49.7376
1.963725,0.092036,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4606,28.4079,49.2917,49.9382,49.2051,49.7376,28.5127,28.4674,49.2998,49.9401,49.2018,49.7399
2.055752,0.092027,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5127,28.4674,49.2998,49.9401,49.2018,49.7399,28.6257,28.4421,49.2926,49.9391,49.2061,49.7409
2.151716,0.095964,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6257,28.4421,49.2926,49.9391,49.2061,49.7409,28.4684,28.4404,49.293,49.9391,49.2067,49.7367
2.243733,0.092017,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4684,28.4404,49.293,49.9391,49.2067,49.7367,28.4674,28.4469,49.2943,49.9408,49.2054,49.7373
2.335765,0.092032,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4674,28.4469,49.2943,49.9408,49.2054,49.7373,28.6904,28.5039,49.3018,49.9404,49.2109,49.7402
2.431754,0.095989,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6904,28.5039,49.3018,49.9404,49.2109,49.7402,50.0,36.5771,49.9997,49.9469,50.0,49.929
2.523777,0.092023,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5771,49.9997,49.9469,50.0,49.929,50.0,36.5553,50.0,49.9469,50.0,49.9281
2.619724,0.095947,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5553,50.0,49.9469,50.0,49.9281,50.0,36.5846,49.9997,49.9466,50.0,49.9294
2.711771,0.092047,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5846,49.9997,49.9466,50.0,49.9294,50.0,36.6025,50.0,49.9466,50.0,49.929
2.803822,0.092051,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.6025,50.0,49.9466,50.0,49.929,50.0,36.6042,50.0,49.944,50.0,49.9268
2.899775,0.095953,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.6042,50.0,49.944,50.0,49.9268,50.0,36.5527,50.0,49.9466,50.0,49.9268
2.991794,0.092019,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.5527,50.0,49.9466,50.0,49.9268,28.499,28.4424,49.2988,49.9421,49.2064,49.7386
3.083826,0.092032,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.499,28.4424,49.2988,49.9421,49.2064,49.7386,28.5387,28.4642,49.2972,49.9395,49.2067,49.7441
3.179809,0.095983,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5387,28.4642,49.2972,49.9395,49.2067,49.7441,28.5329,28.4762,49.2988,49.9411,49.21,49.7412
3.271815,0.092005,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5329,28.4762,49.2988,49.9411,49.21,49.7412,50.0,36.6569,50.0,49.946,50.0,49.9255
3.363846,0.092031,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.6569,50.0,49.946,50.0,49.9255,50.0,36.6263,50.0,49.9476,50.0,49.9284
3.459866,0.09602,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.6263,50.0,49.9476,50.0,49.9284,50.0,36.7256,50.0,49.9473,50.0,49.9287
3.551856,0.09199,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7256,50.0,49.9473,50.0,49.9287,28.5856,28.5667,49.3024,49.9398,49.2051,49.7386
3.647811,0.095955,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5856,28.5667,49.3024,49.9398,49.2051,49.7386,28.4785,28.5804,49.293,49.9411,49.2031,49.7367
3.739832,0.092021,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4785,28.5804,49.293,49.9411,49.2031,49.7367,28.5661,28.6133,49.292,49.9417,49.2067,49.7428
3.831866,0.092034,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5661,28.6133,49.292,49.9417,49.2067,49.7428,28.5824,28.6289,49.2923,49.9408,49.2048,49.7428
3.927841,0.095975,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5824,28.6289,49.2923,49.9408,49.2048,49.7428,28.5693,28.5579,49.2959,49.9401,49.2074,49.738
4.019855,0.092014,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5693,28.5579,49.2959,49.9401,49.2074,49.738,28.5221,28.6722,49.2835,49.9401,49.2041,49.7432
4.111877,0.092022,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5221,28.6722,49.2835,49.9401,49.2041,49.7432,28.625,28.5589,49.2897,49.9404,49.2018,49.7396
4.207828,0.095951,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.625,28.5589,49.2897,49.9404,49.2018,49.7396,28.6383,28.6813,49.2943,49.9401,49.2038,49.7402
4.29986,0.092032,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6383,28.6813,49.2943,49.9401,49.2038,49.7402,28.6602,28.6266,49.293,49.9391,49.2083,49.7363
4.391906,0.092046,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6602,28.6266,49.293,49.9391,49.2083,49.7363,50.0,36.7357,50.0,49.9469,50.0,49.9284
4.487879,0.095973,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7357,50.0,49.9469,50.0,49.9284,50.0,36.722,50.0,49.9476,50.0,49.931
4.579881,0.092002,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.722,50.0,49.9476,50.0,49.931,50.0,36.7064,50.0,49.9466,50.0,49.9297
4.671959,0.092078,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7064,50.0,49.9466,50.0,49.9297,50.0,36.7585,50.0,49.9456,50.0,49.9251
4.76789,0.095931,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7585,50.0,49.9456,50.0,49.9251,50.0,36.7718,50.0,49.9424,50.0,49.929
4.85991,0.09202,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7718,50.0,49.9424,50.0,49.929,50.0,36.7188,49.9997,49.9453,50.0,49.9271
4.955875,0.095964,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7188,49.9997,49.9453,50.0,49.9271,28.61,28.626,49.2962,49.9414,49.2048,49.7383
5.047904,0.09203,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.61,28.626,49.2962,49.9414,49.2048,49.7383,28.5348,28.6263,49.2988,49.9388,49.2005,49.7406
5.139935,0.092031,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5348,28.6263,49.2988,49.9388,49.2005,49.7406,28.6908,28.6198,49.2985,49.9391,49.2087,49.7435
5.23589,0.095955,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6908,28.6198,49.2985,49.9391,49.2087,49.7435,50.0,36.7607,50.0,49.9495,50.0,49.9287
5.32791,0.09202,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7607,50.0,49.9495,50.0,49.9287,50.0,36.7523,49.9997,49.9473,50.0,49.9303
5.419968,0.092057,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7523,49.9997,49.9473,50.0,49.9303,50.0,36.7451,50.0,49.9463,50.0,49.9277
5.515953,0.095985,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7451,50.0,49.9463,50.0,49.9277,50.0,36.7725,50.0,49.9476,50.0,49.9284
5.607943,0.09199,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7725,50.0,49.9476,50.0,49.9284,50.0,36.7272,50.0,49.9473,50.0,49.9287
5.699951,0.092008,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7272,50.0,49.9473,50.0,49.9287,50.0,36.7754,50.0,49.9508,50.0,49.9287
5.795979,0.096029,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7754,50.0,49.9508,50.0,49.9287,50.0,36.7699,50.0,49.9447,50.0,49.9284
5.88797,0.09199,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7699,50.0,49.9447,50.0,49.9284,50.0,36.7604,50.0,49.946,50.0,49.9281
5.983924,0.095955,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7604,50.0,49.946,50.0,49.9281,50.0,36.749,50.0,49.9466,50.0,49.929
6.07594,0.092015,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.749,50.0,49.9466,50.0,49.929,28.6986,28.6396,49.2995,49.9424,49.2018,49.737
6.16799,0.092051,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6986,28.6396,49.2995,49.9424,49.2018,49.737,28.5501,28.668,49.3024,49.9382,49.2106,49.7409
6.263947,0.095957,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5501,28.668,49.3024,49.9382,49.2106,49.7409,28.6631,28.5996,49.2946,49.9398,49.21,49.7367
6.355961,0.092015,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6631,28.5996,49.2946,49.9398,49.21,49.7367,28.6549,28.6986,49.3027,49.9404,49.2018,49.7367
6.448001,0.092039,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6549,28.6986,49.3027,49.9404,49.2018,49.7367,28.641,28.6589,49.2933,49.9434,49.2021,49.7445
6.543961,0.09596,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.641,28.6589,49.2933,49.9434,49.2021,49.7445,28.6449,28.7344,49.2884,49.9401,49.2061,49.7432
6.635988,0.092028,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6449,28.7344,49.2884,49.9401,49.2061,49.7432,50.0,36.8034,49.9997,49.9466,50.0,49.929
6.728005,0.092016,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8034,49.9997,49.9466,50.0,49.929,50.0,36.8102,50.0,49.9473,50.0,49.929
6.824062,0.096057,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8102,50.0,49.9473,50.0,49.929,50.0,36.8441,50.0,49.9479,50.0,49.9303
6.916041,0.091979,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8441,50.0,49.9479,50.0,49.9303,50.0,36.8366,50.0,49.9463,50.0,49.9287
7.011995,0.095955,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8366,50.0,49.9463,50.0,49.9287,50.0,36.8278,49.9997,49.9469,50.0,49.9287
7.103999,0.092003,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8278,49.9997,49.9469,50.0,49.9287,50.0,36.792,49.9997,49.946,50.0,49.9307
7.196025,0.092027,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.792,49.9997,49.946,50.0,49.9307,50.0,36.8187,50.0,49.9482,50.0,49.9326
7.292003,0.095977,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8187,50.0,49.9482,50.0,49.9326,50.0,36.765,50.0,49.9486,50.0,49.9271
7.384028,0.092026,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.765,50.0,49.9486,50.0,49.9271,50.0,36.8021,50.0,49.9482,50.0,49.9268
7.476058,0.09203,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8021,50.0,49.9482,50.0,49.9268,28.61,28.679,49.2891,49.9404,49.2048,49.7409
7.57202,0.095962,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.61,28.679,49.2891,49.9404,49.2048,49.7409,28.6257,28.6419,49.2995,49.9411,49.207,49.7354
7.664037,0.092017,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6257,28.6419,49.2995,49.9411,49.207,49.7354,28.6367,28.6755,49.2998,49.9398,49.2178,49.7406
7.756071,0.092034,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6367,28.6755,49.2998,49.9398,49.2178,49.7406,50.0,36.7679,50.0,49.9479,50.0,49.93
7.852033,0.095962,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7679,50.0,49.9479,50.0,49.93,50.0,36.7673,50.0,49.9447,50.0,49.9307
7.944063,0.092029,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7673,50.0,49.9447,50.0,49.9307,50.0,36.7708,50.0,49.9495,50.0,49.93
8.036116,0.092053,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7708,50.0,49.9495,50.0,49.93,28.6504,28.6403,49.2887,49.9398,49.2074,49.7383
8.132049,0.095933,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6504,28.6403,49.2887,49.9398,49.2074,49.7383,28.7161,28.7087,49.2956,49.9427,49.2057,49.7386
8.224082,0.092033,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7161,28.7087,49.2956,49.9427,49.2057,49.7386,28.6527,28.6663,49.306,49.9401,49.2061,49.737
8.320044,0.095962,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6527,28.6663,49.306,49.9401,49.2061,49.737,28.598,28.6878,49.3024,49.9395,49.208,49.7428
8.412088,0.092044,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.598,28.6878,49.3024,49.9395,49.208,49.7428,28.6104,28.8053,49.2949,49.9427,49.2122,49.7399
8.504118,0.09203,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6104,28.8053,49.2949,49.9427,49.2122,49.7399,28.6419,28.7324,49.3031,49.9401,49.2135,49.7344
8.600054,0.095936,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6419,28.7324,49.3031,49.9401,49.2135,49.7344,50.0,36.874,50.0,49.9473,50.0,49.93
8.692084,0.09203,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.874,50.0,49.9473,50.0,49.93,50.0,36.8564,49.9997,49.9479,50.0,49.9313
8.784125,0.092041,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8564,49.9997,49.9479,50.0,49.9313,50.0,36.8424,50.0,49.9473,50.0,49.9281
8.880086,0.095961,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8424,50.0,49.9473,50.0,49.9281,28.7354,28.7721,49.2936,49.9398,49.21,49.7445
8.972102,0.092016,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7354,28.7721,49.2936,49.9398,49.21,49.7445,28.709,28.7507,49.2965,49.9404,49.208,49.7393
9.06412,0.092017,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.709,28.7507,49.2965,49.9404,49.208,49.7393,28.7103,28.7119,49.2936,49.9414,49.2021,49.7383
9.160106,0.095987,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7103,28.7119,49.2936,49.9414,49.2021,49.7383,28.5931,28.724,49.3034,49.9411,49.2083,49.7471
9.252142,0.092036,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5931,28.724,49.3034,49.9411,49.2083,49.7471,28.6719,28.6826,49.2988,49.9404,49.2106,49.7373
9.348097,0.095955,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6719,28.6826,49.2988,49.9404,49.2106,49.7373,28.6064,28.708,49.3044,49.9388,49.2067,49.7406
9.440091,0.091994,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6064,28.708,49.3044,49.9388,49.2067,49.7406,28.7308,28.5947,49.2988,49.9391,49.2122,49.7393
9.532122,0.092031,idlog_20251101_201140_HS11_c1ch1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7308,28.5947,49.2988,49.9391,49.2122,49.7393,28.6826,28.6432,49.2965,49.9388,49.1989,49.7419
9.62809,0.095968,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6826,28.6432,49.2965,49.9388,49.1989,49.7419,28.6784,28.6647,49.2988,49.9401,49.2106,49.7435
9.720091,0.092001,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6784,28.6647,49.2988,49.9401,49.2106,49.7435,50.0,36.763,50.0,49.9443,50.0,49.93
9.812124,0.092033,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.763,50.0,49.9443,50.0,49.93,50.0,36.8014,50.0,49.9521,50.0,49.9287
9.908128,0.096004,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8014,50.0,49.9521,50.0,49.9287,50.0,36.8193,50.0,49.9479,50.0,49.9297
10.000109,0.091981,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.8193,50.0,49.9479,50.0,49.9297,50.0,36.7396,50.0,49.9456,50.0,49.9297
10.092136,0.092027,idlog_20251101_201140_HS11_c1ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,36.7396,50.0,49.9456,50.0,49.9297,50.0,36.7285,50.0,49.9476,50.0,49.9268
