t_s,dt_s,series_id,u_dac_1,u_dac_2,u_dac_3,u_dac_4,u_dac_5,u_dac_6,u_dac_7,u_dac_8,u_dac_9,u_dac_10,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,y_S11_plus1,y_S12_plus1,y_S21_plus1,y_S22_plus1,y_S31_plus1,y_S32_plus1
20.932797,0.092026,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9482,49.9951,50.0,50.0,49.984,47.8711,40.3932,49.6429,49.9235,46.2305,49.9831
21.028766,0.095969,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8711,40.3932,49.6429,49.9235,46.2305,49.9831,47.8874,40.3988,49.6566,49.9238,46.2249,49.9831
21.120801,0.092035,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8874,40.3988,49.6566,49.9238,46.2249,49.9831,47.8984,40.3757,49.6475,49.9248,46.2282,49.9831
21.21282,0.092019,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8984,40.3757,49.6475,49.9248,46.2282,49.9831,47.9036,40.375,49.6423,49.9248,46.2227,49.9827
21.308789,0.095969,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9036,40.375,49.6423,49.9248,46.2227,49.9827,47.8802,40.3968,49.6452,49.9235,46.2233,49.9824
21.400824,0.092036,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8802,40.3968,49.6452,49.9235,46.2233,49.9824,47.8926,40.3923,49.6423,49.9242,46.2812,49.9827
21.496781,0.095957,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8926,40.3923,49.6423,49.9242,46.2812,49.9827,50.0,40.9583,49.9958,50.0,50.0,49.9831
21.588799,0.092017,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9583,49.9958,50.0,50.0,49.9831,50.0,40.9564,49.9958,50.0,50.0,49.9834
21.680867,0.092069,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9564,49.9958,50.0,50.0,49.9834,50.0,40.9629,49.9954,50.0,50.0,49.9844
21.776832,0.095964,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9629,49.9954,50.0,50.0,49.9844,50.0,40.9616,49.9958,50.0,50.0,49.9824
21.868846,0.092014,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9616,49.9958,50.0,50.0,49.9824,50.0,40.9567,49.9954,50.0,50.0,49.9834
21.960872,0.092026,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9567,49.9954,50.0,50.0,49.9834,50.0,40.9492,49.9951,50.0,50.0,49.9831
22.056818,0.095946,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9492,49.9951,50.0,50.0,49.9831,50.0,40.958,49.9951,50.0,50.0,49.9834
22.148855,0.092037,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.958,49.9951,50.0,50.0,49.9834,50.0,40.9583,49.9954,50.0,50.0,49.984
22.240901,0.092046,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9583,49.9954,50.0,50.0,49.984,50.0,40.9609,49.9951,50.0,50.0,49.9837
22.336847,0.095947,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9609,49.9951,50.0,50.0,49.9837,47.8691,40.3861,49.6413,49.9248,46.2119,49.9827
22.428861,0.092014,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8691,40.3861,49.6413,49.9248,46.2119,49.9827,47.8883,40.3711,49.6458,49.9242,46.2126,49.9834
22.52094,0.092079,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8883,40.3711,49.6458,49.9242,46.2126,49.9834,47.9023,40.375,49.6527,49.9242,46.2725,49.9831
22.616903,0.095962,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9023,40.375,49.6527,49.9242,46.2725,49.9831,50.0,40.9593,49.9958,50.0,50.0,49.985
22.708882,0.09198,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9593,49.9958,50.0,50.0,49.985,50.0,40.9603,49.9954,50.0,50.0,49.984
22.804864,0.095982,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9603,49.9954,50.0,50.0,49.984,50.0,40.9606,49.9954,50.0,50.0,49.9847
22.896874,0.09201,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9606,49.9954,50.0,50.0,49.9847,47.9092,40.3792,49.654,49.9235,46.2227,49.9831
22.988954,0.09208,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9092,40.3792,49.654,49.9235,46.2227,49.9831,47.8841,40.4144,49.6488,49.9245,46.2259,49.9818
23.084909,0.095956,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8841,40.4144,49.6488,49.9245,46.2259,49.9818,47.8857,40.3988,49.652,49.9245,46.2236,49.9831
23.176924,0.092015,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8857,40.3988,49.652,49.9245,46.2236,49.9831,47.8929,40.3796,49.637,49.9242,46.2217,49.9821
23.26894,0.092015,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8929,40.3796,49.637,49.9242,46.2217,49.9821,47.8861,40.3929,49.6413,49.9232,46.2145,49.9824
23.364892,0.095952,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8861,40.3929,49.6413,49.9232,46.2145,49.9824,47.8923,40.4004,49.6507,49.9245,46.2588,49.9831
23.456909,0.092018,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8923,40.4004,49.6507,49.9245,46.2588,49.9831,50.0,40.9495,49.9951,50.0,50.0,49.9837
23.548908,0.091999,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9495,49.9951,50.0,50.0,49.9837,50.0,40.9583,49.9951,50.0,50.0,49.9821
23.644872,0.095963,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9583,49.9951,50.0,50.0,49.9821,50.0,40.96,49.9954,50.0,50.0,49.9834
23.736952,0.092081,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.96,49.9954,50.0,50.0,49.9834,47.8773,40.39,49.6423,49.9238,46.2406,49.9814
23.832907,0.095954,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8773,40.39,49.6423,49.9238,46.2406,49.9814,47.8753,40.3796,49.6517,49.9238,46.2389,49.9824
23.924926,0.092019,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8753,40.3796,49.6517,49.9238,46.2389,49.9824,47.8968,40.3753,49.6449,49.9242,46.2171,49.9818
24.016949,0.092023,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8968,40.3753,49.6449,49.9242,46.2171,49.9818,47.8919,40.391,49.6504,49.9225,46.2178,49.9824
24.11289,0.095941,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8919,40.391,49.6504,49.9225,46.2178,49.9824,47.8724,40.4066,49.651,49.9235,46.2269,49.9834
24.204914,0.092024,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8724,40.4066,49.651,49.9235,46.2269,49.9834,47.874,40.3939,49.6436,49.9242,46.2161,49.9824
24.296961,0.092047,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.874,40.3939,49.6436,49.9242,46.2161,49.9824,47.8818,40.3864,49.6484,49.9238,46.2275,49.9834
24.39294,0.095979,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8818,40.3864,49.6484,49.9238,46.2275,49.9834,47.889,40.401,49.6504,49.9235,46.2223,49.9818
24.485002,0.092062,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.889,40.401,49.6504,49.9235,46.2223,49.9818,47.9066,40.4242,49.6595,49.9245,46.2881,49.9824
24.576973,0.091971,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9066,40.4242,49.6595,49.9245,46.2881,49.9824,50.0,40.958,49.9954,50.0,50.0,49.9837
24.672925,0.095952,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.958,49.9954,50.0,50.0,49.9837,50.0,40.9658,49.9951,50.0,50.0,49.9854
24.76496,0.092035,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9658,49.9951,50.0,50.0,49.9854,50.0,40.9749,49.9951,50.0,50.0,49.984
24.860929,0.095969,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9749,49.9951,50.0,50.0,49.984,47.8831,40.4258,49.6559,49.9245,46.2279,49.9831
24.952982,0.092052,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8831,40.4258,49.6559,49.9245,46.2279,49.9831,47.8857,40.3965,49.6436,49.9245,46.222,49.9824
25.044994,0.092012,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8857,40.3965,49.6436,49.9245,46.222,49.9824,47.9072,40.4046,49.6595,49.9245,46.2803,49.9821
25.140949,0.095955,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9072,40.4046,49.6595,49.9245,46.2803,49.9821,50.0,40.9801,49.9954,50.0,50.0,49.984
25.232958,0.092009,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9801,49.9954,50.0,50.0,49.984,50.0,40.9717,49.9954,50.0,50.0,49.9844
25.324993,0.092035,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9717,49.9954,50.0,50.0,49.9844,50.0,40.9717,49.9951,50.0,50.0,49.9844
25.420969,0.095976,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9717,49.9951,50.0,50.0,49.9844,50.0,40.9674,49.9951,50.0,50.0,49.9834
25.512982,0.092012,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9674,49.9951,50.0,50.0,49.9834,50.0,40.9775,49.9958,50.0,50.0,49.9837
25.605009,0.092028,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9775,49.9958,50.0,50.0,49.9837,50.0,40.9837,49.9954,50.0,50.0,49.9854
25.70099,0.095981,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9837,49.9954,50.0,50.0,49.9854,50.0,40.9554,49.9951,50.0,50.0,49.9844
25.792999,0.092009,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9554,49.9951,50.0,50.0,49.9844,50.0,40.9854,49.9948,50.0,50.0,49.9854
25.885069,0.09207,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9854,49.9948,50.0,50.0,49.9854,50.0,40.9674,49.9948,50.0,50.0,49.9837
25.981018,0.095949,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9674,49.9948,50.0,50.0,49.9837,50.0,40.9665,49.9954,50.0,50.0,49.9847
26.073039,0.092021,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9665,49.9954,50.0,50.0,49.9847,50.0,40.9609,49.9951,50.0,50.0,49.9844
26.169047,0.096008,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9609,49.9951,50.0,50.0,49.9844,50.0,40.96,49.9954,50.0,50.0,49.984
26.261044,0.091997,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.96,49.9954,50.0,50.0,49.984,47.9004,40.4056,49.6462,49.9245,46.2217,49.9834
26.353034,0.091989,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9004,40.4056,49.6462,49.9245,46.2217,49.9834,47.8802,40.4089,49.6562,49.9245,46.2181,49.9811
26.449017,0.095983,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8802,40.4089,49.6562,49.9245,46.2181,49.9811,47.8958,40.4102,49.6657,49.9248,46.2806,49.9831
26.541041,0.092025,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8958,40.4102,49.6657,49.9248,46.2806,49.9831,50.0,40.9596,49.9954,50.0,50.0,49.985
26.633064,0.092023,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9596,49.9954,50.0,50.0,49.985,50.0,40.9714,49.9958,50.0,50.0,49.985
26.729044,0.09598,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9714,49.9958,50.0,50.0,49.985,50.0,40.974,49.9951,50.0,50.0,49.9844
26.821042,0.091998,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.974,49.9951,50.0,50.0,49.9844,47.8861,40.4108,49.6523,49.9235,46.2454,49.9811
26.913079,0.092037,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8861,40.4108,49.6523,49.9235,46.2454,49.9811,47.8883,40.4193,49.6475,49.9238,46.236,49.9831
27.009076,0.095998,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8883,40.4193,49.6475,49.9238,46.236,49.9831,47.8724,40.4147,49.6497,49.9238,46.2083,49.9824
27.101071,0.091995,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8724,40.4147,49.6497,49.9238,46.2083,49.9824,47.8835,40.4157,49.6507,49.9245,46.2194,49.9837
27.197058,0.095987,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8835,40.4157,49.6507,49.9245,46.2194,49.9837,47.887,40.4105,49.6468,49.9248,46.221,49.9821
27.289051,0.091992,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.887,40.4105,49.6468,49.9248,46.221,49.9821,47.8861,40.387,49.6458,49.9242,46.224,49.9827
27.381096,0.092045,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8861,40.387,49.6458,49.9242,46.224,49.9827,47.8792,40.4108,49.6471,49.9242,46.2067,49.9811
27.477068,0.095972,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8792,40.4108,49.6471,49.9242,46.2067,49.9811,47.8926,40.404,49.6429,49.9242,46.2256,49.9824
27.569061,0.091994,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8926,40.404,49.6429,49.9242,46.2256,49.9824,47.8743,40.3919,49.6478,49.9251,46.2197,49.9821
27.661099,0.092038,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8743,40.3919,49.6478,49.9251,46.2197,49.9821,47.8792,40.4079,49.6423,49.9245,46.2298,49.9834
27.757101,0.096002,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8792,40.4079,49.6423,49.9245,46.2298,49.9834,47.8952,40.3965,49.6439,49.9242,46.2201,49.9814
27.849082,0.091981,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8952,40.3965,49.6439,49.9242,46.2201,49.9814,47.9027,40.3978,49.6576,49.9225,46.2744,49.9818
27.941118,0.092036,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.9027,40.3978,49.6576,49.9225,46.2744,49.9818,50.0,40.9632,49.9951,50.0,50.0,49.9854
28.03708,0.095962,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9632,49.9951,50.0,50.0,49.9854,50.0,40.9551,49.9954,50.0,50.0,49.9844
28.129101,0.092021,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9551,49.9954,50.0,50.0,49.9844,50.0,40.9639,49.9958,50.0,50.0,49.9844
28.225103,0.096002,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9639,49.9958,50.0,50.0,49.9844,50.0,40.9701,49.9958,50.0,50.0,49.985
28.317105,0.092002,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9701,49.9958,50.0,50.0,49.985,50.0,40.959,49.9954,50.0,50.0,49.984
28.409141,0.092035,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.959,49.9954,50.0,50.0,49.984,50.0,40.9593,49.9951,50.0,50.0,49.9834
28.505123,0.095982,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9593,49.9951,50.0,50.0,49.9834,50.0,40.9772,49.9951,50.0,50.0,49.9831
28.597143,0.09202,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9772,49.9951,50.0,50.0,49.9831,50.0,40.9678,49.9951,50.0,50.0,49.9837
28.689164,0.092022,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9678,49.9951,50.0,50.0,49.9837,50.0,40.9622,49.9951,50.0,50.0,49.985
28.785141,0.095977,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9622,49.9951,50.0,50.0,49.985,50.0,40.9681,49.9954,50.0,50.0,49.985
28.877157,0.092016,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9681,49.9954,50.0,50.0,49.985,50.0,40.9616,49.9958,50.0,50.0,49.9827
28.96919,0.092034,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9616,49.9958,50.0,50.0,49.9827,50.0,40.9697,49.9954,50.0,50.0,49.9844
29.065162,0.095972,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9697,49.9954,50.0,50.0,49.9844,50.0,40.971,49.9958,50.0,50.0,49.9837
29.157175,0.092013,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.971,49.9958,50.0,50.0,49.9837,50.0,40.9655,49.9951,50.0,50.0,49.9837
29.249252,0.092078,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9655,49.9951,50.0,50.0,49.9837,50.0,40.9622,49.9954,50.0,50.0,49.984
29.345158,0.095906,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9622,49.9954,50.0,50.0,49.984,47.8936,40.3978,49.6507,49.9238,46.2357,49.9831
29.43721,0.092052,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8936,40.3978,49.6507,49.9238,46.2357,49.9831,47.8734,40.4202,49.6445,49.9255,46.2204,49.9818
29.533168,0.095959,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8734,40.4202,49.6445,49.9255,46.2204,49.9818,47.8822,40.4069,49.6416,49.9242,46.2767,49.9824
29.625176,0.092007,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8822,40.4069,49.6416,49.9242,46.2767,49.9824,50.0,40.9587,49.9954,50.0,50.0,49.984
29.717231,0.092056,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9587,49.9954,50.0,50.0,49.984,50.0,40.9626,49.9954,50.0,50.0,49.9844
29.813185,0.095954,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9626,49.9954,50.0,50.0,49.9844,50.0,40.9538,49.9954,50.0,50.0,49.9854
29.905205,0.092019,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9538,49.9954,50.0,50.0,49.9854,47.8786,40.4131,49.6562,49.9242,46.2093,49.9831
29.997242,0.092038,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8786,40.4131,49.6562,49.9242,46.2093,49.9831,47.8939,40.3844,49.6442,49.9245,46.2236,49.9831
30.093209,0.095967,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8939,40.3844,49.6442,49.9245,46.2236,49.9831,47.89,40.4007,49.6589,49.9245,46.2692,49.9827
30.185228,0.092019,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.89,40.4007,49.6589,49.9245,46.2692,49.9827,50.0,40.9548,49.9954,50.0,50.0,49.9847
30.277286,0.092058,idlog_20251101_201534_HS21_c1ch2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9548,49.9954,50.0,50.0,49.9847,50.0,40.9512,49.9954,50.0,50.0,49.984
30.373224,0.095938,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9512,49.9954,50.0,50.0,49.984,50.0,40.9551,49.9958,50.0,50.0,49.9837
30.465272,0.092048,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.9551,49.9958,50.0,50.0,49.9837,47.8945,40.3984,49.6598,49.9242,46.2204,49.9827
30.561226,0.095954,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8945,40.3984,49.6598,49.9242,46.2204,49.9827,47.8857,40.3896,49.6501,49.9245,46.2259,49.9824
30.653231,0.092005,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8857,40.3896,49.6501,49.9245,46.2259,49.9824,47.8864,40.3955,49.6523,49.9248,46.2227,49.9834
30.745262,0.092031,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8864,40.3955,49.6523,49.9248,46.2227,49.9834,47.8923,40.3818,49.6491,49.9251,46.2201,49.9837
30.841232,0.095969,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8923,40.3818,49.6491,49.9251,46.2201,49.9837,47.8971,40.403,49.6484,49.9235,46.2223,49.9844
30.933271,0.09204,idlog_20251101_201534_HS21_c1ch2,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8971,40.403,49.6484,49.9235,46.2223,49.9844,47.8936,40.3721,49.6481,49.9242,46.2168,49.9827
