# timestamp: 20251101_201319
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: LS2
# light_col: 2
# light_channel: 3
# duration_s: 4.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095861,0.0,0,-1,88.5906,109.2239,85.8096,86.6575,85.6959,89.3149,50.0,36.9388,50.0,49.9476,50.0,49.9255,0
1,0.18759,0.091729,0,-1,88.5898,109.2131,85.8088,86.66,85.7018,89.3245,50.0,36.9268,50.0,49.9466,50.0,49.9235,0
2,0.279624,0.092033,0,-1,88.5926,109.213,85.8143,86.6661,85.6957,89.3152,50.0,36.9352,50.0,49.9466,50.0,49.9258,0
3,0.375592,0.095969,200,1,88.5953,109.2218,85.8135,86.6648,85.6869,89.3053,50.0,36.9316,50.0,49.9482,50.0,49.9245,0
4,0.467633,0.09204,200,1,88.5952,109.2317,85.812,86.6645,85.6972,89.467,50.0,36.8949,50.0,49.9486,50.0,49.9284,0
5,0.563605,0.095972,200,1,89.1388,115.3981,86.0302,87.7805,85.9686,98.5755,50.0,26.0524,49.9997,49.8529,50.0,45.4326,0
6,0.65561,0.092005,200,1,89.1352,115.3922,86.0325,87.7805,85.9692,98.5735,50.0,26.139,50.0,49.8574,50.0,45.4215,0
7,0.747643,0.092033,200,1,89.1328,115.3935,86.0334,87.7821,85.9658,98.5766,50.0,26.1302,49.9997,49.8564,50.0,45.4232,0
8,0.84361,0.095967,200,1,89.1291,115.4015,86.0306,87.7807,85.9694,98.5745,50.0,26.0814,49.9993,49.8581,50.0,45.4274,0
9,0.935639,0.092029,200,1,89.1368,115.404,86.0325,87.7837,85.9672,98.5726,50.0,26.0505,49.9984,49.8548,50.0,45.4248,0
10,1.027659,0.09202,200,1,89.1373,115.3963,86.031,87.7794,85.9712,98.5789,50.0,26.112,49.9997,49.861,50.0,45.4189,0
11,1.123635,0.095976,200,1,89.1349,115.4069,86.034,87.7819,85.9691,98.5766,50.0,26.0882,49.9993,49.8555,50.0,45.4222,0
12,1.21563,0.091994,0,-1,89.1297,115.399,86.0355,87.7841,85.9672,98.5692,50.0,26.07,49.9993,49.8545,50.0,45.4274,0
13,1.307671,0.092041,0,-1,89.0796,114.8958,86.0121,87.6811,85.9461,98.2675,50.0,27.2461,50.0,49.8708,50.0,45.529,0
