# timestamp: 20251101_201534
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 5.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS21
# light_col: 1
# light_channel: 2
# duration_s: 20.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095997,0.0,200,1,100.4831,105.6557,90.1348,86.8825,94.2657,88.4552,47.8929,40.4085,49.6426,49.9242,46.2171,49.9827,0
1,0.187707,0.09171,200,1,100.502,105.6655,90.1355,86.8857,94.2691,88.4609,47.8727,40.4079,49.6514,49.9245,46.2074,49.9821,0
2,0.283707,0.096,200,1,100.5191,105.666,90.1394,86.8864,94.2664,88.4595,47.8776,40.3903,49.6471,49.9238,46.2223,49.9824,0
3,0.375705,0.091997,0,-1,100.4981,105.6564,90.1394,86.8904,94.2602,88.4544,47.8812,40.4072,49.6364,49.9242,46.2253,49.9831,0
4,0.467738,0.092034,0,-1,100.4614,105.6361,90.1157,86.8787,94.1443,88.4404,47.8955,40.3942,49.6488,49.9229,46.2747,49.9811,0
5,0.563705,0.095967,0,-1,87.4382,101.1851,85.343,85.7446,85.3051,87.3343,50.0,40.9469,49.9951,50.0,50.0,49.9837,0
6,0.655716,0.092011,200,1,87.454,101.1852,85.3476,85.7421,85.3041,87.3261,50.0,40.9499,49.9951,50.0,50.0,49.9854,0
7,0.747748,0.092032,200,1,87.4578,101.1766,85.3718,85.7505,85.3995,87.3417,50.0,40.9626,49.9951,50.0,50.0,49.984,0
8,0.843725,0.095977,200,1,100.4726,105.6401,90.1324,86.8839,94.263,88.4546,47.8818,40.4043,49.652,49.9232,46.2152,49.9834,0
9,0.935729,0.092004,200,1,100.486,105.6556,90.131,86.8868,94.2616,88.4527,47.8678,40.3971,49.6491,49.9245,46.2259,49.9821,0
10,1.02777,0.092041,200,1,100.4957,105.6598,90.1354,86.8871,94.2643,88.4529,47.89,40.3874,49.6351,49.9251,46.2174,49.9824,0
11,1.123726,0.095956,200,1,100.5145,105.6544,90.1433,86.8853,94.271,88.4558,47.8835,40.3994,49.6504,49.9242,46.2178,49.9837,0
12,1.215748,0.092022,0,-1,100.4905,105.6475,90.1333,86.8837,94.2666,88.4562,47.8838,40.4206,49.6497,49.9242,46.2145,49.9837,0
13,1.307794,0.092046,0,-1,100.4525,105.6424,90.1051,86.8774,94.1417,88.4386,47.8994,40.4092,49.6504,49.9251,46.2718,49.9837,0
14,1.403759,0.095964,0,-1,87.4322,101.1907,85.346,85.7465,85.2975,87.3296,50.0,40.957,49.9948,50.0,50.0,49.9844,0
15,1.495784,0.092026,200,1,87.4519,101.1802,85.3433,85.7438,85.3012,87.3302,50.0,40.9648,49.9954,50.0,50.0,49.9837,0
16,1.591745,0.095961,200,1,87.459,101.1764,85.3734,85.7509,85.4027,87.3368,50.0,40.9645,49.9958,50.0,50.0,49.9854,0
17,1.683822,0.092077,200,1,100.4807,105.6545,90.1382,86.8915,94.2622,88.4568,47.891,40.3903,49.6416,49.9245,46.2275,49.9834,0
18,1.775835,0.092013,0,-1,100.4753,105.6542,90.1353,86.8876,94.2584,88.4568,47.8857,40.3932,49.6455,49.9245,46.2393,49.9834,0
19,1.871783,0.095948,0,-1,100.4626,105.6323,90.1087,86.878,94.1375,88.4399,47.8942,40.4076,49.6624,49.9232,46.2708,49.9824,0
20,1.963784,0.092001,0,-1,87.4582,101.1701,85.3535,85.7457,85.2958,87.329,50.0,40.9674,49.9954,50.0,50.0,49.9837,0
21,2.055812,0.092028,0,-1,87.4373,101.1769,85.3445,85.7442,85.3016,87.3304,50.0,40.9508,49.9958,50.0,50.0,49.984,0
22,2.151811,0.096,0,-1,87.4197,101.1794,85.3467,85.7463,85.2904,87.321,50.0,40.9567,49.9958,50.0,50.0,49.9837,0
23,2.243828,0.092016,0,-1,87.4257,101.1767,85.3451,85.7391,85.3001,87.3218,50.0,40.9704,49.9954,50.0,50.0,49.984,0
24,2.335903,0.092075,0,-1,87.4416,101.1708,85.3474,85.7452,85.3006,87.3294,50.0,40.9652,49.9958,50.0,50.0,49.9824,0
25,2.431826,0.095923,0,-1,87.4589,101.2025,85.3513,85.7465,85.3,87.3344,50.0,40.9489,49.9958,50.0,50.0,49.9844,0
