# timestamp: 20251101_201223
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HF1
# light_col: 1
# light_channel: 4
# duration_s: 4.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095832,0.0,0,-1,88.5774,109.1657,85.8003,86.6347,85.6677,89.2592,50.0,37.0465,50.0,49.9466,50.0,49.931,0
1,0.187562,0.09173,0,-1,88.5762,109.172,85.8021,86.6383,85.6699,89.2544,50.0,36.9906,49.9997,49.9482,50.0,49.9281,0
2,0.279596,0.092035,0,-1,88.5722,109.1731,85.8001,86.6407,85.6689,89.2562,50.0,36.984,50.0,49.946,50.0,49.9281,0
3,0.375513,0.095916,0,-1,88.5778,109.1687,85.8025,86.6419,85.6704,89.2599,50.0,36.9837,50.0,49.9463,50.0,49.932,0
4,0.467571,0.092059,0,-1,88.574,109.1633,85.7972,86.6388,85.6811,89.2613,50.0,37.0342,50.0,49.9489,50.0,49.9268,0
5,0.563532,0.095961,0,-1,88.5724,109.1664,85.8017,86.6433,85.6733,89.2604,50.0,37.015,50.0,49.9486,50.0,49.9297,0
6,0.655552,0.09202,0,-1,88.5715,109.1706,85.8019,86.6427,85.6667,89.2586,50.0,37.0589,50.0,49.9469,50.0,49.9287,0
7,0.747556,0.092004,0,-1,88.5755,109.1471,85.7978,86.6406,85.6744,89.2592,50.0,37.1058,50.0,49.9469,50.0,49.9277,0
8,0.843559,0.096003,0,-1,88.5798,109.1464,85.7984,86.6376,85.6775,89.2635,50.0,37.057,50.0,49.9502,50.0,49.9277,0
9,0.935553,0.091993,0,-1,88.5793,109.1562,85.7991,86.6375,85.6672,89.2577,50.0,37.0234,50.0,49.9466,50.0,49.93,0
