# timestamp: 20251101_202448
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 5.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: LF2
# light_col: 2
# light_channel: 5
# duration_s: 20.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095937,0.0,0,-1,87.3948,100.1676,85.3395,85.7119,85.2875,87.2638,50.0,41.0853,49.9945,49.9997,50.0,49.985,0
1,0.187685,0.091748,0,-1,87.3962,100.163,85.3476,85.7169,85.2898,87.2639,50.0,41.0866,49.9941,50.0,50.0,49.9847,0
2,0.283672,0.095987,0,-1,87.368,100.1663,85.3431,85.7189,85.2862,87.2619,50.0,41.0902,49.9941,50.0,50.0,49.9847,0
3,0.375662,0.09199,0,-1,87.3676,100.1568,85.3384,85.7157,85.2899,87.2611,50.0,41.0811,49.9941,49.9993,50.0,49.9834,0
4,0.467707,0.092045,0,-1,87.3755,100.1617,85.3407,85.7189,85.2916,87.2618,50.0,41.0846,49.9951,49.9993,50.0,49.9847,0
5,0.563655,0.095948,0,-1,87.3889,100.1604,85.344,85.7163,85.2959,87.2657,50.0,41.0908,49.9941,49.9993,50.0,49.9854,0
6,0.655705,0.09205,200,1,87.3912,100.1679,85.3432,85.7197,85.2964,87.2657,50.0,41.0824,49.9941,50.0,50.0,49.9847,0
7,0.747712,0.092008,200,1,87.3717,100.1617,85.3419,85.7188,85.2886,87.2594,50.0,41.0846,49.9945,49.9993,50.0,49.985,0
8,0.843691,0.095978,200,1,87.3698,100.1513,85.3384,85.718,85.2867,87.2607,50.0,41.0833,49.9945,50.0,50.0,49.9854,0
9,0.935714,0.092023,0,-1,87.3819,100.1574,85.335,85.7142,85.2899,87.2565,50.0,41.0928,49.9941,50.0,50.0,49.9837,0
10,1.027733,0.092019,0,-1,87.3965,100.1523,85.3398,85.713,85.292,87.2632,50.0,41.0924,49.9945,50.0,50.0,49.9854,0
11,1.123699,0.095966,0,-1,87.3848,100.1557,85.3418,85.7156,85.2919,87.2621,50.0,41.0905,49.9941,49.9997,50.0,49.9847,0
12,1.21572,0.092022,200,1,87.3655,100.1517,85.3431,85.719,85.2918,87.2667,50.0,41.0885,49.9945,49.9993,50.0,49.985,0
13,1.311699,0.095978,200,1,87.3768,100.1636,85.3474,85.7314,85.3116,87.8991,50.0,41.0866,49.9951,49.9993,50.0,49.9844,0
14,1.403727,0.092028,200,1,92.7203,108.2717,86.6,88.2202,87.4188,103.0058,49.4215,34.5101,49.9889,49.4056,49.431,40.7682,0
15,1.495755,0.092028,200,1,92.7066,108.2394,86.5956,88.212,87.4188,102.9697,49.4238,34.6012,49.9915,49.4062,49.4355,40.776,0
16,1.591709,0.095954,200,1,92.6712,108.2135,86.5897,88.2038,87.4022,102.95,49.4274,34.626,49.9883,49.4089,49.4382,40.7874,0
17,1.683722,0.092013,200,1,92.6472,108.2113,86.5843,88.2027,87.3989,102.9365,49.4307,34.6315,49.9867,49.4076,49.4365,40.7907,0
18,1.775773,0.092051,200,1,92.6476,108.1995,86.5852,88.2,87.4027,102.9211,49.4297,34.6562,49.9883,49.4186,49.4368,40.7887,0
19,1.871721,0.095948,200,1,92.6574,108.1933,86.5818,88.1922,87.4002,102.916,49.4326,34.6432,49.9906,49.4046,49.4401,40.793,0
20,1.963764,0.092043,200,1,92.6651,108.1915,86.5841,88.1933,87.3977,102.9109,49.4248,34.6702,49.9893,49.4134,49.4443,40.7865,0
21,2.055783,0.092019,0,-1,92.6357,108.1867,86.5822,88.1881,87.3967,102.9017,49.4313,34.6868,49.9886,49.4108,49.4385,40.8125,0
22,2.151745,0.095962,0,-1,92.6337,108.1755,86.5808,88.1849,87.3765,102.8345,49.4326,34.7256,49.9889,49.4089,49.4525,40.8512,0
23,2.243809,0.092064,0,-1,87.384,100.1875,85.3452,85.7227,85.2956,87.2649,50.0,41.0817,49.9945,49.9993,50.0,49.9854,0
24,2.335839,0.09203,0,-1,87.4002,100.1804,85.345,85.7228,85.2934,87.2654,50.0,41.0866,49.9941,49.9997,50.0,49.9837,0
