# timestamp: 20251101_202052
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 5.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS12
# light_col: 2
# light_channel: 1
# duration_s: 20.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095702,0.0,200,1,95.7818,111.0302,87.2062,88.0333,86.7121,90.9386,48.6393,31.9297,49.9935,49.8496,50.0,49.9639,0
1,0.187674,0.091973,200,1,95.7867,111.0269,87.2068,88.0345,86.7131,90.9426,48.654,31.9635,49.9922,49.8555,50.0,49.9632,0
2,0.283656,0.095982,200,1,95.7609,111.0289,87.1996,88.0318,86.7122,90.9411,48.6432,31.9209,49.9932,49.8525,50.0,49.9639,0
3,0.375664,0.092008,0,-1,95.7555,111.028,87.1992,88.0317,86.7073,90.937,48.6455,32.0407,49.9928,49.8538,50.0,49.9645,0
4,0.467701,0.092037,0,-1,95.7254,110.9824,87.1856,88.0088,86.6952,90.8886,48.6478,32.1367,49.9935,49.8535,50.0,49.9629,0
5,0.56369,0.09599,0,-1,87.4559,101.014,85.3607,85.7608,85.2817,87.2987,50.0,41.0029,49.9941,49.9993,50.0,49.9844,0
6,0.655701,0.092011,200,1,87.4436,101.0129,85.3551,85.7549,85.2827,87.3018,50.0,40.9948,49.9941,50.0,50.0,49.984,0
7,0.747735,0.092034,200,1,87.4322,101.0149,85.3704,85.7715,85.2995,87.3371,50.0,41.0003,49.9945,49.9993,50.0,49.984,0
8,0.843701,0.095966,200,1,95.7645,111.0184,87.2001,88.032,86.7087,90.9442,48.6396,32.0127,49.9935,49.8561,50.0,49.9639,0
9,0.935705,0.092003,200,1,95.7677,111.0136,87.2021,88.0339,86.7131,90.9427,48.6344,31.9749,49.9919,49.8551,50.0,49.9642,0
