# timestamp: 20251101_202250
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 5.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: LS2
# light_col: 2
# light_channel: 3
# duration_s: 20.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095954,0.0,200,1,87.7875,104.8991,85.5018,86.4403,85.3465,94.9188,50.0,40.3418,49.9941,49.9834,50.0,45.957,0
1,0.1877,0.091746,200,1,87.7938,104.898,85.4965,86.4396,85.3547,94.916,50.0,40.3379,49.9941,49.9844,50.0,45.9642,0
2,0.283682,0.095982,200,1,87.8172,104.8955,85.5039,86.4359,85.3427,94.9166,50.0,40.349,49.9945,49.9844,50.0,45.9567,0
3,0.3757,0.092018,200,1,87.8175,104.8975,85.5007,86.4418,85.3528,94.9182,50.0,40.3431,49.9938,49.9831,50.0,45.957,0
4,0.467739,0.092039,200,1,87.7903,104.9006,85.496,86.4374,85.3473,94.9171,50.0,40.3317,49.9945,49.9847,50.0,45.9652,0
5,0.563688,0.095949,200,1,87.7874,104.8966,85.494,86.4395,85.3469,94.9132,50.0,40.3278,49.9945,49.9824,50.0,45.9681,0
6,0.655701,0.092013,0,-1,87.808,104.906,85.5039,86.4376,85.35,94.9177,50.0,40.3483,49.9941,49.9847,50.0,45.9632,0
7,0.747732,0.092031,0,-1,87.7529,104.1923,85.4707,86.3096,85.3248,93.9808,50.0,40.5059,49.9932,49.9915,50.0,46.1312,0
8,0.843704,0.095972,0,-1,87.4064,100.7547,85.3489,85.7393,85.2008,87.2054,50.0,41.016,49.9951,49.999,50.0,49.985,0
9,0.935728,0.092024,200,1,87.3968,100.7431,85.3548,85.7467,85.2071,87.2032,50.0,41.0231,49.9951,49.9993,50.0,49.9844,0
10,1.027769,0.092041,200,1,87.4031,100.7359,85.3524,85.7435,85.2045,87.3613,50.0,41.0169,49.9948,50.0,50.0,49.9847,0
11,1.123726,0.095957,200,1,87.8179,104.9205,85.5053,86.4422,85.3474,94.9247,50.0,40.3294,49.9945,49.9834,50.0,45.9616,0
12,1.215744,0.092018,200,1,87.8262,104.925,85.5091,86.4446,85.3512,94.9176,50.0,40.3366,49.9938,49.9824,50.0,45.9596,0
13,1.311718,0.095974,200,1,87.8066,104.9202,85.4991,86.4395,85.3458,94.9152,50.0,40.3555,49.9941,49.985,50.0,45.9688,0
14,1.403731,0.092013,200,1,87.7882,104.9129,85.5012,86.4404,85.35,94.9192,50.0,40.3441,49.9941,49.9824,50.0,45.9629,0
15,1.495795,0.092065,0,-1,87.8073,104.9072,85.5026,86.4387,85.352,94.9189,50.0,40.3503,49.9941,49.9857,50.0,45.9678,0
16,1.591729,0.095934,0,-1,87.7252,103.9911,85.4652,86.2783,85.315,93.7558,50.0,40.5433,49.9945,49.9925,50.0,46.1611,0
17,1.683761,0.092032,0,-1,87.4142,100.7152,85.3474,85.7343,85.2084,87.2077,50.0,41.0199,49.9948,49.999,50.0,49.9847,0
18,1.775789,0.092028,0,-1,87.4008,100.7078,85.3463,85.7428,85.2012,87.1972,50.0,41.0189,49.9941,49.9997,50.0,49.9847,0
19,1.871747,0.095958,0,-1,87.3936,100.7107,85.3474,85.7392,85.2033,87.2044,50.0,41.0173,49.9945,49.9993,50.0,49.9844,0
20,1.963785,0.092038,0,-1,87.4106,100.7117,85.3488,85.7375,85.2077,87.1998,50.0,41.0186,49.9945,49.9993,50.0,49.9847,0
21,2.055847,0.092062,200,1,87.4331,100.7218,85.3567,85.7378,85.2073,87.2072,50.0,41.016,49.9948,50.0,50.0,49.9837,0
22,2.151804,0.095957,200,1,87.4013,100.7235,85.3492,85.7476,85.2078,87.362,50.0,41.0176,49.9941,49.9993,50.0,49.985,0
23,2.243834,0.092029,200,1,87.7936,104.909,85.4928,86.4378,85.3494,94.9262,50.0,40.3529,49.9948,49.984,50.0,45.9704,0
24,2.335882,0.092048,200,1,87.7967,104.9058,85.5041,86.4415,85.3564,94.9241,50.0,40.3385,49.9948,49.984,50.0,45.959,0
25,2.431822,0.09594,200,1,87.8159,104.9141,85.4997,86.4405,85.3526,94.9184,50.0,40.3451,49.9945,49.9827,50.0,45.9574,0
26,2.523856,0.092034,200,1,87.8176,104.908,85.5033,86.4423,85.3503,94.92,50.0,40.3604,49.9948,49.9821,50.0,45.9671,0
27,2.61982,0.095964,200,1,87.7916,104.9102,85.4983,86.4395,85.3455,94.9186,50.0,40.3473,49.9941,49.9831,50.0,45.959,0
28,2.71183,0.09201,200,1,87.7882,104.9042,85.5002,86.4395,85.3462,94.9251,50.0,40.3434,49.9945,49.9837,50.0,45.9541,0
