# started_utc=2025-11-04T11:27:19.811647Z
# rows=3
# cols=2
# threshold_init=30
# threshold_mode_init=global
t_iso,loop_idx,auto_mode,dn_state,profile,exposure_locked,threshold_mode,threshold_value,dark_cutoff,overall_dark,S00_dark,S01_dark,S10_dark,S11_dark,S20_dark,S21_dark,DAC_HF1,DAC_HF2,DAC_HS11,DAC_HS12,DAC_HS21,DAC_HS22,DAC_LF1,DAC_LF2,DAC_LS1,DAC_LS2
2025-11-04T11:27:43.317328Z,185,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:43.439098Z,186,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:43.557486Z,187,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:43.678192Z,188,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:43.797660Z,189,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:43.919253Z,190,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.037507Z,191,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.159540Z,192,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.277485Z,193,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.398495Z,194,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.517425Z,195,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.642183Z,196,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.766377Z,197,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:44.890879Z,198,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.012342Z,199,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.138420Z,200,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.271223Z,201,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.400738Z,202,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.531475Z,203,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.656215Z,204,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.782755Z,205,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:45.907118Z,206,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.039964Z,207,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.169634Z,208,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.295942Z,209,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.423759Z,210,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.549650Z,211,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.676063Z,212,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.801955Z,213,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:46.927394Z,214,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:47.048441Z,215,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0
2025-11-04T11:27:47.176584Z,216,1,0,Classroom,0,global,30,30,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0
