# timestamp: 20251101_211544
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 5.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: LS2
# light_col: 2
# light_channel: 3
# duration_s: 12.0
# dark_thresh: 100
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095876,0.0,200,1,87.9546,105.1335,85.4884,86.5148,85.4449,94.9714,50.0,40.6364,49.9964,49.9007,50.0,46.2734,0
1,0.187602,0.091726,200,1,87.935,105.1336,85.482,86.5094,85.4426,94.9771,50.0,40.652,49.9964,49.8975,50.0,46.2708,0
2,0.279685,0.092083,200,1,87.9259,105.131,85.4838,86.5125,85.4407,94.9725,50.0,40.6299,49.9964,49.9004,50.0,46.2712,0
3,0.375601,0.095916,200,1,87.9353,105.1328,85.4891,86.5136,85.443,94.9717,50.0,40.6426,49.9967,49.8997,50.0,46.2725,0
4,0.46764,0.092039,200,1,87.9444,105.1371,85.4893,86.515,85.4444,94.9727,50.0,40.6504,49.9964,49.8988,50.0,46.2754,0
5,0.563581,0.095941,200,1,87.9493,105.1401,85.4932,86.5136,85.4434,94.9716,50.0,40.6328,49.9961,49.8971,50.0,46.2786,0
6,0.655616,0.092035,200,1,87.9308,105.1456,85.4842,86.5138,85.44,94.9692,50.0,40.6331,49.9964,49.8994,50.0,46.2751,0
7,0.747659,0.092042,200,1,87.9297,105.1411,85.486,86.5138,85.4382,94.9672,50.0,40.6305,49.9964,49.8984,50.0,46.2728,0
8,0.843622,0.095963,200,1,87.9419,105.145,85.4887,86.5146,85.4403,94.973,50.0,40.6406,49.9964,49.8981,50.0,46.2695,0
9,0.935631,0.092009,0,-1,87.961,105.1554,85.492,86.5141,85.4489,94.9754,50.0,40.627,49.9964,49.8988,50.0,46.277,0
10,1.027678,0.092047,0,-1,87.8921,104.6108,85.4744,86.428,85.4228,94.2996,50.0,40.7236,49.9967,49.9027,50.0,46.3304,0
11,1.123625,0.095947,0,-1,87.5128,100.9667,85.3325,85.8785,85.3026,87.3467,50.0,40.8796,49.9964,49.9082,50.0,49.9909,0
12,1.21565,0.092024,0,-1,87.5191,100.9661,85.3386,85.8821,85.3016,87.3412,50.0,40.8789,49.9967,49.9069,50.0,49.9912,0
13,1.307677,0.092027,0,-1,87.5351,100.9592,85.3397,85.8824,85.3064,87.3441,50.0,40.877,49.9964,49.9079,50.0,49.9922,0
14,1.403658,0.095982,0,-1,87.5405,100.9555,85.3388,85.8777,85.3062,87.3457,50.0,40.8789,49.9964,49.9098,50.0,49.9912,0
15,1.49569,0.092032,0,-1,87.5202,100.9541,85.3313,85.8785,85.3053,87.3469,50.0,40.8682,49.9967,49.9089,50.0,49.9899,0
16,1.591649,0.095959,0,-1,87.5113,100.9433,85.3389,85.8821,85.3067,87.3439,50.0,40.876,49.9964,49.9082,50.0,49.9909,0
17,1.683663,0.092014,0,-1,87.5121,100.9414,85.329,85.8773,85.3033,87.3415,50.0,40.877,49.9967,49.9092,50.0,49.9915,0
18,1.775721,0.092058,200,1,87.5325,100.9404,85.3422,85.8825,85.3053,87.3422,50.0,40.8734,49.9964,49.9072,50.0,49.9912,0
19,1.871672,0.095951,200,1,87.5356,100.9441,85.3336,85.8803,85.3097,87.5031,50.0,40.8822,49.9964,49.9085,50.0,49.9906,0
20,1.963693,0.092021,200,1,87.9278,105.1256,85.4911,86.515,85.4398,94.9759,50.0,40.6234,49.9967,49.8968,50.0,46.2773,0
21,2.055713,0.09202,200,1,87.9244,105.1174,85.4819,86.5134,85.4403,94.9724,50.0,40.6419,49.9967,49.8978,50.0,46.2764,0
22,2.151698,0.095985,200,1,87.9379,105.1101,85.4874,86.5137,85.4458,94.9736,50.0,40.6305,49.9964,49.8984,50.0,46.2738,0
23,2.243706,0.092008,200,1,87.9513,105.1086,85.4941,86.5159,85.4473,94.9739,50.0,40.6322,49.9964,49.8975,50.0,46.2725,0
24,2.335736,0.09203,200,1,87.9359,105.0981,85.4848,86.5125,85.4464,94.9693,50.0,40.6403,49.9961,49.8945,50.0,46.2728,0
25,2.43171,0.095974,200,1,87.9209,105.0934,85.4812,86.512,85.4445,94.9723,50.0,40.64,49.9964,49.9007,50.0,46.2712,0
26,2.523714,0.092004,200,1,87.9211,105.0829,85.4867,86.5103,85.4406,94.9669,50.0,40.6449,49.9964,49.8945,50.0,46.2721,0
27,2.619694,0.09598,0,-1,87.9436,105.0882,85.4882,86.5116,85.4452,94.9679,50.0,40.6569,49.9964,49.8978,50.0,46.2738,0
28,2.711727,0.092034,0,-1,87.9215,104.8059,85.4834,86.4616,85.4349,94.6026,50.0,40.6908,49.9967,49.8978,50.0,46.306,0
29,2.803753,0.092026,0,-1,87.5017,100.8888,85.3361,85.8782,85.3015,87.3424,50.0,40.8802,49.9961,49.9062,50.0,49.9909,0
30,2.899723,0.095969,200,1,87.5024,100.8823,85.3279,85.8721,85.3043,87.3413,50.0,40.8864,49.9967,49.9082,50.0,49.9902,0
31,2.991741,0.092018,200,1,87.5141,100.8812,85.3384,85.8819,85.3017,87.4917,50.0,40.8763,49.9964,49.9069,50.0,49.9909,0
32,3.083762,0.092021,200,1,87.9531,105.0766,85.493,86.5123,85.4443,94.9778,50.0,40.6318,49.9964,49.8997,50.0,46.2695,0
33,3.17971,0.095947,200,1,87.9422,105.0703,85.4897,86.5116,85.4485,94.9751,50.0,40.653,49.9964,49.8968,50.0,46.2695,0
34,3.271733,0.092023,200,1,87.9188,105.0667,85.4848,86.5107,85.4383,94.965,50.0,40.6478,49.9967,49.8975,50.0,46.2754,0
35,3.363778,0.092046,200,1,87.9183,105.0642,85.4839,86.5135,85.4383,94.9722,50.0,40.6471,49.9967,49.8955,50.0,46.2731,0
36,3.45974,0.095962,200,1,87.9363,105.0684,85.4854,86.5114,85.4438,94.975,50.0,40.6445,49.9964,49.8981,50.0,46.2754,0
37,3.551751,0.09201,200,1,87.9545,105.0725,85.498,86.5153,85.4448,94.9755,50.0,40.6527,49.9967,49.8994,50.0,46.2731,0
38,3.643843,0.092092,200,1,87.9321,105.0744,85.4898,86.5109,85.4441,94.9727,50.0,40.6462,49.9964,49.8962,50.0,46.2728,0
39,3.739759,0.095915,200,1,87.9237,105.0727,85.481,86.5069,85.4429,94.9678,50.0,40.6367,49.9967,49.8981,50.0,46.2747,0
40,3.831792,0.092033,200,1,87.9222,105.0726,85.4869,86.5087,85.4446,94.9686,50.0,40.6553,49.9964,49.8978,50.0,46.2757,0
41,3.927763,0.095971,200,1,87.944,105.0776,85.4838,86.5108,85.4385,94.9696,50.0,40.6439,49.9967,49.8978,50.0,46.2764,0
42,4.01978,0.092018,0,-1,87.9475,105.0803,85.4886,86.5117,85.4464,94.9686,50.0,40.6429,49.9961,49.8965,50.0,46.278,0
43,4.111801,0.092021,0,-1,87.8705,104.6115,85.4626,86.4352,85.4253,94.3876,50.0,40.7233,49.9964,49.9017,50.0,46.3262,0
44,4.207767,0.095966,0,-1,87.5035,100.8962,85.327,85.8741,85.3038,87.3459,50.0,40.8779,49.9967,49.9082,50.0,49.9909,0
45,4.299787,0.092019,200,1,87.5186,100.9024,85.3277,85.8759,85.3022,87.3438,50.0,40.8792,49.9964,49.9069,50.0,49.9915,0
46,4.391822,0.092036,200,1,87.5386,100.8991,85.3409,85.8802,85.3084,87.4967,50.0,40.8786,49.9967,49.9062,50.0,49.9909,0
47,4.487776,0.095954,200,1,87.9365,105.0902,85.485,86.511,85.4435,94.9701,50.0,40.6344,49.9967,49.8975,50.0,46.2728,0
48,4.579807,0.092031,200,1,87.9199,105.0864,85.4887,86.5142,85.4421,94.9702,50.0,40.6445,49.9967,49.8984,50.0,46.2757,0
49,4.671832,0.092025,200,1,87.9266,105.0885,85.4873,86.5113,85.4414,94.9631,50.0,40.6514,49.9961,49.8984,50.0,46.2734,0
50,4.767811,0.095979,200,1,87.9433,105.0981,85.4868,86.5124,85.4467,94.9725,50.0,40.6325,49.9964,49.8988,50.0,46.2731,0
51,4.859802,0.091991,200,1,87.9521,105.0931,85.4923,86.5112,85.4463,94.9709,50.0,40.6501,49.9964,49.8984,50.0,46.2744,0
52,4.955764,0.095962,200,1,87.9291,105.0918,85.4876,86.5118,85.4438,94.9679,50.0,40.6471,49.9967,49.8981,50.0,46.2718,0
53,5.047798,0.092033,200,1,87.9169,105.0843,85.486,86.5149,85.4411,94.9606,50.0,40.6494,49.9967,49.8991,50.0,46.2734,0
54,5.139825,0.092028,0,-1,87.9249,105.0901,85.4834,86.5122,85.4457,94.9692,50.0,40.639,49.9964,49.8981,50.0,46.278,0
55,5.235789,0.095964,0,-1,87.8518,104.1854,85.4495,86.3708,85.4134,93.8205,50.0,40.7562,49.9967,49.9036,50.0,46.3577,0
56,5.327812,0.092022,0,-1,87.5272,100.9167,85.3364,85.8783,85.3071,87.3501,50.0,40.8828,49.9964,49.9076,50.0,49.9899,0
57,5.419831,0.092019,200,1,87.5042,100.9136,85.333,85.8728,85.2996,87.338,50.0,40.8773,49.9967,49.9095,50.0,49.9912,0
58,5.515807,0.095976,200,1,87.5076,100.9142,85.3315,85.8817,85.3055,87.5078,50.0,40.8799,49.9967,49.9105,50.0,49.9906,0
59,5.607837,0.09203,200,1,87.9383,105.1093,85.4882,86.5108,85.4415,94.9724,50.0,40.638,49.9967,49.8955,50.0,46.2666,0
60,5.699874,0.092037,0,-1,87.9541,105.107,85.4935,86.5121,85.4465,94.9759,50.0,40.6481,49.9967,49.8971,50.0,46.2721,0
61,5.795857,0.095983,0,-1,87.8321,104.0559,85.4446,86.3489,85.4122,93.6541,50.0,40.7471,49.9967,49.9066,50.0,46.3701,0
62,5.887862,0.092005,0,-1,87.5055,100.9227,85.333,85.8807,85.3079,87.3514,50.0,40.8757,49.9964,49.9079,50.0,49.9915,0
63,5.983843,0.095981,200,1,87.5107,100.9146,85.3335,85.8792,85.3023,87.3501,50.0,40.8792,49.9967,49.9079,50.0,49.9919,0
64,6.075876,0.092033,200,1,87.5285,100.9221,85.3374,85.8843,85.3105,87.5001,50.0,40.8802,49.9964,49.9082,50.0,49.9902,0
65,6.167915,0.092039,200,1,87.9574,105.1182,85.4946,86.515,85.4451,94.9756,50.0,40.6315,49.9967,49.8958,50.0,46.2754,0
66,6.263871,0.095956,200,1,87.9234,105.1018,85.4806,86.5104,85.4426,94.9754,50.0,40.6296,49.9964,49.8945,50.0,46.2721,0
67,6.355893,0.092021,200,1,87.9231,105.107,85.4892,86.5097,85.4375,94.9632,50.0,40.6198,49.9967,49.8955,50.0,46.2796,0
68,6.447917,0.092024,200,1,87.9297,105.1094,85.4852,86.5156,85.4458,94.9704,50.0,40.6393,49.9964,49.8975,50.0,46.2773,0
69,6.543878,0.095961,0,-1,87.9484,105.1092,85.4963,86.5165,85.4442,94.965,50.0,40.6338,49.9964,49.8988,50.0,46.2796,0
70,6.635914,0.092036,0,-1,87.8828,104.5614,85.4693,86.4205,85.4249,94.2897,50.0,40.7249,49.9967,49.901,50.0,46.3275,0
71,6.727942,0.092028,0,-1,87.5019,100.9133,85.3283,85.8727,85.3041,87.3491,50.0,40.8753,49.9964,49.9085,50.0,49.9893,0
72,6.823913,0.095971,0,-1,87.506,100.9147,85.3293,85.8778,85.3028,87.346,50.0,40.8724,49.9958,49.9069,50.0,49.9915,0
73,6.915914,0.092001,0,-1,87.5186,100.9136,85.3386,85.8786,85.3046,87.3523,50.0,40.8783,49.9967,49.9082,50.0,49.9919,0
74,7.011902,0.095988,0,-1,87.5372,100.9139,85.3373,85.879,85.3104,87.3497,50.0,40.8825,49.9967,49.9072,50.0,49.9922,0
75,7.103934,0.092032,0,-1,87.5124,100.9086,85.3346,85.8796,85.3089,87.3485,50.0,40.876,49.9964,49.9056,50.0,49.9935,0
76,7.195952,0.092018,0,-1,87.5056,100.9096,85.3349,85.8759,85.3001,87.3475,50.0,40.873,49.9967,49.9056,50.0,49.9912,0
77,7.291907,0.095956,0,-1,87.5096,100.9139,85.337,85.8772,85.3072,87.3484,50.0,40.8792,49.9967,49.9089,50.0,49.9912,0
78,7.38395,0.092043,200,1,87.5256,100.913,85.3366,85.8807,85.3074,87.35,50.0,40.8704,49.9967,49.9059,50.0,49.9912,0
79,7.475971,0.092021,200,1,87.5278,100.9182,85.3334,85.8807,85.3104,87.5031,50.0,40.8796,49.9967,49.9069,50.0,49.9902,0
80,7.571951,0.09598,200,1,87.9229,105.1026,85.4905,86.519,85.4413,94.9774,50.0,40.6377,49.9964,49.8945,50.0,46.2754,0
81,7.66394,0.091989,200,1,87.9268,105.0998,85.4846,86.5156,85.4432,94.9732,50.0,40.6224,49.9964,49.8962,50.0,46.2764,0
82,7.755996,0.092057,200,1,87.9315,105.0994,85.4884,86.515,85.4461,94.9738,50.0,40.6429,49.9967,49.8978,50.0,46.2786,0
83,7.851941,0.095945,200,1,87.9444,105.0983,85.4901,86.5162,85.4402,94.9724,50.0,40.6361,49.9967,49.8939,50.0,46.2741,0
84,7.943987,0.092045,200,1,87.9324,105.0927,85.4872,86.5171,85.4456,94.9732,50.0,40.6367,49.9967,49.8962,50.0,46.276,0
85,8.035999,0.092013,200,1,87.9226,105.0923,85.4852,86.5118,85.4448,94.9773,50.0,40.6227,49.9967,49.8955,50.0,46.2725,0
86,8.13197,0.095971,200,1,87.9235,105.0891,85.4865,86.5164,85.4464,94.9639,50.0,40.6449,49.9967,49.8952,50.0,46.2757,0
87,8.22399,0.09202,0,-1,87.9424,105.0925,85.4887,86.5173,85.4536,94.9746,50.0,40.6501,49.9961,49.8955,50.0,46.2738,0
88,8.319951,0.095962,0,-1,87.8663,104.2219,85.4542,86.3747,85.4126,93.8892,50.0,40.749,49.9967,49.9007,50.0,46.3574,0
89,8.41198,0.092029,0,-1,87.5133,100.9097,85.3368,85.8837,85.3028,87.3483,50.0,40.8734,49.9967,49.9053,50.0,49.9925,0
90,8.504018,0.092038,0,-1,87.5117,100.9068,85.3306,85.8808,85.3036,87.3487,50.0,40.8776,49.9967,49.9059,50.0,49.9925,0
91,8.59999,0.095971,0,-1,87.519,100.9152,85.3295,85.8772,85.3069,87.3464,50.0,40.8747,49.9964,49.9049,50.0,49.9896,0
92,8.69201,0.09202,0,-1,87.5289,100.9097,85.3378,85.8805,85.3085,87.3524,50.0,40.8743,49.9967,49.9043,50.0,49.9922,0
93,8.784033,0.092023,200,1,87.5228,100.9168,85.3379,85.8871,85.3096,87.3524,50.0,40.876,49.9967,49.9053,50.0,49.9899,0
94,8.879989,0.095955,200,1,87.5048,100.918,85.3309,85.8837,85.3058,87.5043,50.0,40.8698,49.9964,49.9036,50.0,49.9912,0
95,8.972007,0.092018,200,1,87.9173,105.104,85.4859,86.5182,85.4422,94.9729,50.0,40.6217,49.9967,49.8971,50.0,46.2751,0
