# started_utc=2025-11-04T11:32:27.651693Z
# rows=3
# cols=2
# threshold_init=30
# threshold_mode_init=global
t_iso,loop_idx,auto_mode,dn_state,profile,exposure_locked,exposure_ms,exposure_gain,threshold_mode,threshold_value,dark_cutoff,overall_dark,S00_dark,S01_dark,S10_dark,S11_dark,S20_dark,S21_dark,DAC_HF1,DAC_HF2,DAC_HS11,DAC_HS12,DAC_HS21,DAC_HS22,DAC_LF1,DAC_LF2,DAC_LS1,DAC_LS2
2025-11-04T11:32:47.669687Z,159,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,41,14,11,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:47.789949Z,160,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:47.908866Z,161,1,0,Classroom,1,8.0,,global,30,30,21,7,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.029503Z,162,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.148984Z,163,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.269207Z,164,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.388848Z,165,1,0,Classroom,1,8.0,,global,30,30,22,7,9,46,42,14,11,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.509341Z,166,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.633931Z,167,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,41,14,11,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.761055Z,168,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:48.881803Z,169,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.001443Z,170,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.122004Z,171,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,42,14,11,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.242037Z,172,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.366371Z,173,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.486288Z,174,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,41,15,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.605836Z,175,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,42,14,11,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.725803Z,176,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.845567Z,177,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,42,14,13,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:49.966445Z,178,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.085800Z,179,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.206016Z,180,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.333980Z,181,1,0,Classroom,1,8.0,,global,30,30,22,6,10,46,42,14,13,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.453256Z,182,1,0,Classroom,1,8.0,,global,30,30,22,7,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.573768Z,183,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.693029Z,184,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.816694Z,185,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:50.940520Z,186,1,0,Classroom,1,8.0,,global,30,30,22,6,9,46,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.066572Z,187,1,0,Classroom,1,8.0,,global,30,30,22,7,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.189668Z,188,1,0,Classroom,1,8.0,,global,30,30,22,6,10,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.313417Z,189,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.445245Z,190,1,0,Classroom,1,8.0,,global,30,30,22,7,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.577030Z,191,1,0,Classroom,1,8.0,,global,30,30,21,6,9,46,42,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.702440Z,192,1,0,Classroom,1,8.0,,global,30,30,21,6,9,45,41,14,12,0,0,0,0,255,255,0,0,0,0
2025-11-04T11:32:51.824370Z,193,1,0,Classroom,1,8.0,,global,30,30,22,6,9,45,42,14,12,0,0,0,0,255,255,0,0,0,0
