# timestamp: 20251101_165901
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10
# stimulus: rand_telegraph
# low: 0
# high: 64
# hold_frames: 3
# test_light: HS22
# duration_s: 5.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,y_metric,y_mean,y_std,y_p10,y_p90,sat_lo_pct,sat_hi_pct,frame_drop
0,0.091327,0.0,0,-1,30.1597,107.608,26.466,86.0,146.0,0.0,0.0,0
1,0.183352,0.092024,0,-1,75.7292,89.314,9.946,84.0,94.0,0.0,0.0,0
2,0.279034,0.095683,0,-1,75.8056,89.305,9.944,84.0,94.0,0.0,0.0,0
3,0.371047,0.092012,0,-1,75.7986,89.315,9.942,84.0,94.0,0.0,0.0,0
4,0.463067,0.092021,0,-1,75.7917,89.311,9.942,84.0,94.0,0.0,0.0,0
5,0.55904,0.095973,0,-1,75.6806,89.318,9.945,84.0,94.0,0.0,0.0,0
6,0.651072,0.092032,0,-1,75.75,89.317,9.948,84.0,94.0,0.0,0.0,0
7,0.743087,0.092015,0,-1,75.7153,89.321,9.947,84.0,94.0,0.0,0.0,0
8,0.83903,0.095943,0,-1,75.7083,89.32,9.945,84.0,94.0,0.0,0.0,0
9,0.931055,0.092025,64,1,75.7153,89.321,9.95,84.0,94.0,0.0,0.0,0
10,1.027045,0.095991,64,1,74.3889,89.408,9.95,84.0,95.0,0.0,0.0,0
11,1.119058,0.092013,64,1,39.1111,101.726,22.248,86.0,132.0,0.0,0.0,0
12,1.211083,0.092025,64,1,38.9931,101.722,22.242,86.0,132.0,0.0,0.0,0
13,1.307059,0.095976,64,1,39.0069,101.728,22.246,86.0,132.0,0.0,0.0,0
14,1.399081,0.092022,64,1,39.1042,101.729,22.25,86.0,132.0,0.0,0.0,0
15,1.491108,0.092026,64,1,39.0764,101.725,22.246,86.0,132.0,0.0,0.0,0
16,1.587076,0.095969,64,1,39.0625,101.728,22.243,86.0,132.0,0.0,0.0,0
17,1.679071,0.091995,64,1,39.0625,101.727,22.25,86.0,132.0,0.0,0.0,0
18,1.771119,0.092048,64,1,39.0556,101.735,22.249,86.0,132.0,0.0,0.0,0
19,1.867082,0.095963,64,1,38.9861,101.728,22.241,86.0,132.0,0.0,0.0,0
20,1.9591,0.092018,64,1,39.0,101.727,22.244,86.0,132.0,0.0,0.0,0
21,2.051148,0.092048,0,-1,39.0347,101.73,22.247,86.0,132.0,0.0,0.0,0
22,2.147076,0.095927,0,-1,45.6806,98.817,19.506,86.0,123.0,0.0,0.0,0
23,2.239115,0.092039,0,-1,75.6667,89.322,9.953,84.0,94.0,0.0,0.0,0
24,2.335084,0.09597,0,-1,75.7847,89.323,9.955,84.0,94.0,0.0,0.0,0
25,2.427108,0.092024,0,-1,75.7361,89.323,9.959,84.0,94.0,0.0,0.0,0
26,2.519145,0.092036,0,-1,75.7847,89.325,9.96,84.0,94.0,0.0,0.0,0
27,2.615103,0.095958,64,1,75.6389,89.332,9.961,84.0,94.0,0.0,0.0,0
28,2.707119,0.092017,64,1,74.5278,89.409,9.958,84.0,95.0,0.0,0.0,0
29,2.799159,0.09204,64,1,39.0417,101.746,22.262,86.0,132.0,0.0,0.0,0
30,2.895115,0.095956,64,1,38.9653,101.754,22.258,86.0,132.0,0.0,0.0,0
31,2.987147,0.092032,64,1,38.8889,101.748,22.258,86.0,132.0,0.0,0.0,0
32,3.079174,0.092027,64,1,39.0139,101.748,22.259,86.0,132.0,0.0,0.0,0
33,3.17514,0.095965,64,1,38.9861,101.749,22.265,86.0,132.0,0.0,0.0,0
34,3.267175,0.092036,64,1,39.0,101.746,22.259,86.0,132.0,0.0,0.0,0
35,3.363159,0.095984,64,1,39.0347,101.743,22.254,86.0,132.0,0.0,0.0,0
36,3.455144,0.091984,0,-1,39.0,101.742,22.258,86.0,132.0,0.0,0.0,0
37,3.54718,0.092036,0,-1,43.5139,99.732,20.383,86.0,126.0,0.0,0.0,0
38,3.643161,0.095982,0,-1,75.6875,89.337,9.967,84.0,95.0,0.0,0.0,0
39,3.73517,0.092009,0,-1,75.7222,89.332,9.964,84.0,94.0,0.0,0.0,0
40,3.827215,0.092045,0,-1,75.625,89.325,9.959,84.0,94.0,0.0,0.0,0
41,3.923177,0.095962,0,-1,75.7708,89.333,9.968,84.0,95.0,0.0,0.0,0
42,4.015206,0.092029,64,1,75.6528,89.335,9.982,84.0,95.0,0.0,0.0,0
43,4.107231,0.092024,64,1,74.4306,89.424,9.971,84.0,95.0,0.0,0.0,0
44,4.203187,0.095956,64,1,38.9306,101.756,22.265,86.0,132.0,0.0,0.0,0
45,4.295214,0.092027,0,-1,39.0417,101.753,22.266,86.0,132.0,0.0,0.0,0
46,4.391182,0.095968,0,-1,44.2847,99.407,20.071,86.0,125.0,0.0,0.0,0
47,4.483205,0.092023,0,-1,75.6319,89.343,9.978,84.0,94.0,0.0,0.0,0
48,4.575242,0.092036,0,-1,75.5625,89.342,9.978,84.0,95.0,0.0,0.0,0
49,4.671219,0.095977,0,-1,75.7153,89.341,9.979,84.0,94.0,0.0,0.0,0
50,4.763235,0.092016,0,-1,75.6389,89.341,9.984,84.0,95.0,0.0,0.0,0
51,4.855252,0.092017,0,-1,75.6736,89.338,9.975,84.0,95.0,0.0,0.0,0
52,4.951222,0.09597,0,-1,75.7153,89.336,9.976,84.0,94.0,0.0,0.0,0
53,5.043252,0.09203,0,-1,75.5347,89.339,9.985,84.0,95.0,0.0,0.0,0
54,5.13529,0.092038,0,-1,75.6597,89.341,9.995,84.0,95.0,0.0,0.0,0
55,5.231246,0.095956,0,-1,75.5972,89.34,9.987,84.0,95.0,0.0,0.0,0
56,5.32326,0.092014,0,-1,75.5,89.35,9.982,84.0,95.0,0.0,0.0,0
57,5.415327,0.092067,64,1,75.6042,89.347,9.992,84.0,95.0,0.0,0.0,0
58,5.511243,0.095916,64,1,74.2569,89.437,10.0,84.0,95.0,0.0,0.0,0
