t_s,u_cmd,y_dark_pct
1.6739999409765005e-05,32.0,0.0
0.09350516599806724,32.0,0.0
0.18558825899890508,32.0,0.0
0.28128923999975086,32.0,0.0
0.3732969989978301,32.0,0.0
0.46533594399807043,32.0,0.0
0.5614465549988381,0.0,0.0
0.6533116289974714,0.0,0.0
0.7453575179970358,0.0,0.0
0.8413070179994975,0.0,0.0
0.933399424997333,0.0,0.0
1.0253078139976424,0.0,0.0
1.1216590179974446,32.0,0.0
1.2132492029995774,32.0,0.0
1.3095024059985008,0.0,0.0
1.4013800909997371,0.0,0.0
1.493584905998432,32.0,0.0
1.589262516998133,32.0,0.0
1.6815715359989554,0.0,0.0
1.773454258000129,0.0,0.0
1.8694487209977524,32.0,0.0
1.9612969989975682,32.0,0.0
2.0534656279996852,32.0,0.0
2.1494209239972406,32.0,0.0
2.241632090997882,0.0,0.0
2.336976220998622,0.0,0.0
2.428647386997909,0.0,0.0
2.520706238999992,0.0,0.0
2.6166621279990068,0.0,0.0
2.708738164998067,0.0,0.0
2.8007165169983637,0.0,0.0
2.896687664997444,0.0,0.0
2.9887062199995853,0.0,0.0
3.080729904999316,0.0,0.0
3.1768059419991914,32.0,0.0
3.2687237939971965,32.0,0.0
3.3646919610000623,32.0,0.0
3.456725700998504,32.0,0.0
3.5487564420000126,32.0,0.0
3.6447310160001507,32.0,0.0
3.736860089997208,0.0,0.0
3.82878462699955,0.0,0.0
3.924858256999869,32.0,0.0
4.01676120099728,32.0,0.0
4.108911015999183,0.0,0.0
4.204736960000446,0.0,0.0
4.2967783299973235,0.0,0.0
4.38884520099964,0.0,0.0
4.4848816269986855,32.0,0.0
4.576799089998531,32.0,0.0
4.672860478000075,0.0,0.0
4.764790793000429,0.0,0.0
4.856820625998807,0.0,0.0
4.952792903997761,0.0,0.0
5.04493688599905,32.0,0.0
5.136849422997329,32.0,0.0
5.232799959998374,32.0,0.0
5.324828403998254,32.0,0.0
5.416855088999,32.0,0.0
5.512824958997953,32.0,0.0
5.6048533670000324,32.0,0.0
5.70086045899734,32.0,0.0
5.792897756000457,32.0,0.0
5.884901940997224,32.0,0.0
5.980841291999241,32.0,0.0
6.072842421999667,32.0,0.0
6.165034347999608,0.0,0.0
6.260858088997338,0.0,0.0
6.352873885000008,0.0,0.0
6.4448982369976875,0.0,0.0
6.540967810997245,32.0,0.0
6.632902810997621,32.0,0.0
6.728967939998256,0.0,0.0
6.820890087998123,0.0,0.0
6.913033365999581,32.0,0.0
7.008890569999494,32.0,0.0
7.10100730999693,0.0,0.0
7.192943198999274,0.0,0.0
7.288900087998627,0.0,0.0
7.380912939999689,0.0,0.0
7.47365399499904,32.0,0.0
7.569695457998023,32.0,0.0
7.66168069899868,32.0,0.0
7.757566439999209,32.0,0.0
7.849904179998703,0.0,0.0
7.94159771699924,0.0,0.0
8.037696087998484,0.0,0.0
8.12969288399836,0.0,0.0
8.221754031997989,0.0,0.0
8.317590623999422,0.0,0.0
8.409911012997327,32.0,0.0
8.501776735000021,32.0,0.0
8.597942586999125,0.0,0.0
8.689633568999852,0.0,0.0
8.781997419999243,32.0,0.0
8.87764121699729,32.0,0.0
8.969825697997294,0.0,0.0
9.065746975997172,0.0,0.0
9.157767938999314,0.0,0.0
9.249835493999853,0.0,0.0
9.34575838299861,0.0,0.0
9.437648030998389,0.0,0.0
9.529843012998754,0.0,0.0
9.625781568000093,0.0,0.0
9.717864697999175,0.0,0.0
9.80972403099804,0.0,0.0
9.90599290099999,32.0,0.0
9.997701827000128,32.0,0.0
10.093932863997907,0.0,0.0
10.18584006799938,0.0,0.0
10.277863122999406,0.0,0.0
10.373872733998724,0.0,0.0
10.465858270999888,0.0,0.0
10.55788315999962,0.0,0.0
10.65389582699936,0.0,0.0
10.745888566998474,0.0,0.0
10.837907492998056,32.0,0.0
10.93387297499794,32.0,0.0
11.026037919000373,0.0,0.0
11.12186406699766,0.0,0.0
11.213740122999297,0.0,0.0
11.305980955999985,0.0,0.0
11.402046215000155,32.0,0.0
11.49375073400006,32.0,0.0
11.586106659000507,0.0,0.0
11.68190934499944,0.0,0.0
11.77406610399703,32.0,0.0
11.865978621997783,32.0,0.0
11.962122678000014,0.0,0.0
