# timestamp: 20251101_165533
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS22
# duration_s: 12.0
# dark_thresh: 20
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,y_metric,y_mean,y_std,y_p10,y_p90,sat_lo_pct,sat_hi_pct,frame_drop
0,0.089385,0.0,200,1,0.0,163.761,23.329,127.0,184.0,0.0,0.0,0
1,0.181342,0.091957,200,1,0.0,166.158,21.969,132.0,184.0,0.0,0.0,0
2,0.277319,0.095977,200,1,0.0,166.151,21.974,132.0,184.0,0.0,0.0,0
3,0.369253,0.091934,200,1,0.0,166.144,21.971,132.0,184.0,0.0,0.0,0
4,0.461291,0.092038,200,1,0.0,166.148,21.973,132.0,184.0,0.0,0.0,0
5,0.557152,0.095861,200,1,0.0,166.155,21.975,132.0,184.0,0.0,0.0,0
6,0.651732,0.09458,200,1,0.0,166.148,21.975,132.0,184.0,0.0,0.0,0
7,0.743676,0.091944,200,1,0.0,166.147,21.972,132.0,184.0,0.0,0.0,0
8,0.837202,0.093526,200,1,0.0,166.152,21.975,132.0,184.0,0.0,0.0,0
9,0.929167,0.091965,0,-1,0.0,166.153,21.973,132.0,184.0,0.0,0.0,0
10,1.021218,0.092051,0,-1,0.0,166.029,22.044,132.0,184.0,0.0,0.0,0
11,1.117164,0.095946,0,-1,0.0,163.747,23.332,127.0,184.0,0.0,0.0,0
12,1.209195,0.092031,200,1,0.0,163.756,23.335,127.0,184.0,0.0,0.0,0
13,1.305177,0.095982,200,1,0.0,163.771,23.326,127.0,184.0,0.0,0.0,0
14,1.397214,0.092037,200,1,0.0,166.152,21.965,132.0,184.0,0.0,0.0,0
15,1.489233,0.092018,0,-1,0.0,166.159,21.962,132.0,184.0,0.0,0.0,0
16,1.585188,0.095955,0,-1,0.0,166.04,22.038,132.0,184.0,0.0,0.0,0
17,1.677219,0.092031,0,-1,0.0,163.768,23.325,127.9,184.0,0.0,0.0,0
18,1.769229,0.09201,0,-1,0.0,163.751,23.326,127.0,184.0,0.0,0.0,0
19,1.865202,0.095973,0,-1,0.0,163.764,23.32,127.9,184.0,0.0,0.0,0
20,1.957222,0.09202,0,-1,0.0,163.772,23.327,127.0,184.0,0.0,0.0,0
21,2.049244,0.092022,0,-1,0.0,163.755,23.335,127.0,184.0,0.0,0.0,0
22,2.145214,0.09597,0,-1,0.0,163.737,23.338,127.9,184.0,0.0,0.0,0
23,2.237239,0.092026,0,-1,0.0,163.74,23.35,127.0,184.0,0.0,0.0,0
24,2.333215,0.095976,0,-1,0.0,163.742,23.36,127.0,184.0,0.0,0.0,0
25,2.425228,0.092012,0,-1,0.0,163.719,23.374,127.0,184.0,0.0,0.0,0
26,2.517245,0.092017,0,-1,0.0,163.709,23.37,127.0,184.0,0.0,0.0,0
27,2.613217,0.095972,0,-1,0.0,163.718,23.372,127.0,184.0,0.0,0.0,0
28,2.705225,0.092007,0,-1,0.0,163.732,23.365,127.0,184.0,0.0,0.0,0
29,2.797246,0.092021,0,-1,0.0,163.716,23.375,127.0,184.0,0.0,0.0,0
30,2.893214,0.095968,200,1,0.0,163.714,23.364,127.0,184.0,0.0,0.0,0
31,2.985236,0.092022,200,1,0.0,163.738,23.36,127.0,184.0,0.0,0.0,0
32,3.077275,0.092039,200,1,0.0,166.127,22.0,132.0,184.0,0.0,0.0,0
33,3.173242,0.095967,200,1,0.0,166.121,22.003,132.0,184.0,0.0,0.0,0
34,3.26527,0.092027,200,1,0.0,166.121,21.996,132.0,184.0,0.0,0.0,0
36,3.361408,0.096139,200,1,0.0,166.131,21.997,132.0,184.0,0.0,0.0,0
37,3.453491,0.092082,200,1,0.0,166.133,21.996,132.0,184.0,0.0,0.0,0
38,3.545321,0.09183,200,1,0.0,166.12,21.996,132.0,184.0,0.0,0.0,0
39,3.641259,0.095938,200,1,0.0,166.13,21.987,132.0,184.0,0.0,0.0,0
40,3.733282,0.092024,200,1,0.0,166.141,21.984,132.0,184.0,0.0,0.0,0
41,3.825308,0.092026,200,1,0.0,166.134,21.989,132.0,184.0,0.0,0.0,0
42,3.921275,0.095966,200,1,0.0,166.121,21.994,132.0,184.0,0.0,0.0,0
43,4.013312,0.092037,200,1,0.0,166.132,21.987,132.0,184.0,0.0,0.0,0
44,4.105334,0.092022,200,1,0.0,166.146,21.982,132.0,184.0,0.0,0.0,0
45,4.201286,0.095952,0,-1,0.0,166.133,21.987,132.0,184.0,0.0,0.0,0
46,4.293341,0.092055,0,-1,0.0,166.049,22.035,131.9,184.0,0.0,0.0,0
47,4.385399,0.092058,0,-1,0.0,163.731,23.354,127.0,184.0,0.0,0.0,0
48,4.481344,0.095944,200,1,0.0,163.742,23.351,127.0,184.0,0.0,0.0,0
49,4.57336,0.092016,200,1,0.0,163.755,23.341,127.0,184.0,0.0,0.0,0
50,4.669318,0.095958,200,1,0.0,166.13,21.988,132.0,184.0,0.0,0.0,0
51,4.761343,0.092026,0,-1,0.0,166.142,21.985,132.0,184.0,0.0,0.0,0
52,4.853411,0.092067,0,-1,0.0,166.052,22.043,131.0,184.0,0.0,0.0,0
53,4.949393,0.095982,0,-1,0.0,163.733,23.346,127.0,184.0,0.0,0.0,0
54,5.041412,0.092019,200,1,0.0,163.731,23.346,127.0,184.0,0.0,0.0,0
55,5.133445,0.092033,200,1,0.0,163.759,23.34,127.0,184.0,0.0,0.0,0
56,5.229415,0.09597,200,1,0.0,166.146,21.98,132.0,184.0,0.0,0.0,0
57,5.321396,0.091981,0,-1,0.0,166.137,21.98,132.0,184.0,0.0,0.0,0
58,5.413446,0.09205,0,-1,0.0,166.051,22.04,131.0,184.0,0.0,0.0,0
59,5.509435,0.095989,0,-1,0.0,163.743,23.352,127.0,184.0,0.0,0.0,0
60,5.601458,0.092023,200,1,0.0,163.743,23.356,127.0,184.0,0.0,0.0,0
61,5.697432,0.095974,200,1,0.0,163.746,23.345,127.0,184.0,0.0,0.0,0
62,5.789422,0.09199,200,1,0.0,166.131,21.99,132.0,184.0,0.0,0.0,0
63,5.881443,0.09202,200,1,0.0,166.138,21.989,132.0,184.0,0.0,0.0,0
64,5.977422,0.095979,200,1,0.0,166.142,21.986,132.0,184.0,0.0,0.0,0
65,6.069414,0.091992,200,1,0.0,166.13,21.987,132.0,184.0,0.0,0.0,0
66,6.161452,0.092038,200,1,0.0,166.13,21.994,132.0,184.0,0.0,0.0,0
67,6.257423,0.095971,200,1,0.0,166.143,21.983,132.0,184.0,0.0,0.0,0
68,6.349472,0.092048,200,1,0.0,166.144,21.98,132.0,184.0,0.0,0.0,0
69,6.441485,0.092013,200,1,0.0,166.141,21.983,132.0,184.0,0.0,0.0,0
70,6.537478,0.095993,200,1,0.0,166.139,21.987,132.0,184.0,0.0,0.0,0
71,6.629492,0.092014,200,1,0.0,166.142,21.984,132.0,184.0,0.0,0.0,0
72,6.725484,0.095992,200,1,0.0,166.147,21.979,132.0,184.0,0.0,0.0,0
73,6.817473,0.091989,200,1,0.0,166.137,21.981,132.0,184.0,0.0,0.0,0
74,6.909523,0.09205,200,1,0.0,166.143,21.984,132.0,184.0,0.0,0.0,0
75,7.005443,0.09592,200,1,0.0,166.151,21.98,132.0,184.0,0.0,0.0,0
76,7.097484,0.092041,200,1,0.0,166.143,21.978,132.0,184.0,0.0,0.0,0
77,7.189509,0.092025,200,1,0.0,166.144,21.978,132.0,184.0,0.0,0.0,0
78,7.28547,0.095962,0,-1,0.0,166.149,21.98,132.0,184.0,0.0,0.0,0
79,7.377481,0.092011,0,-1,0.0,166.102,22.013,132.0,184.0,0.0,0.0,0
80,7.469545,0.092064,0,-1,0.0,163.746,23.341,127.9,184.0,0.0,0.0,0
81,7.565525,0.09598,200,1,0.0,163.75,23.342,127.0,184.0,0.0,0.0,0
82,7.657534,0.092009,200,1,0.0,163.766,23.341,127.0,184.0,0.0,0.0,0
83,7.749579,0.092045,200,1,0.0,166.151,21.981,132.0,184.0,0.0,0.0,0
84,7.845507,0.095929,0,-1,0.0,166.146,21.978,132.0,184.0,0.0,0.0,0
85,7.937537,0.092029,0,-1,0.0,166.087,22.021,132.0,184.0,0.0,0.0,0
86,8.033512,0.095976,0,-1,0.0,163.758,23.346,127.0,184.0,0.0,0.0,0
87,8.125517,0.092005,0,-1,0.0,163.747,23.346,127.0,184.0,0.0,0.0,0
88,8.217565,0.092048,0,-1,0.0,163.745,23.345,128.0,184.0,0.0,0.0,0
89,8.313525,0.09596,0,-1,0.0,163.752,23.343,127.0,184.0,0.0,0.0,0
90,8.405549,0.092024,200,1,0.0,163.775,23.332,127.0,184.0,0.0,0.0,0
91,8.497579,0.09203,200,1,0.0,163.783,23.321,128.0,184.0,0.0,0.0,0
92,8.593547,0.095969,200,1,0.0,166.172,21.954,132.0,184.0,0.0,0.0,0
93,8.685565,0.092017,200,1,0.0,166.178,21.951,132.0,184.0,0.0,0.0,0
94,8.777594,0.09203,200,1,0.0,166.175,21.954,132.0,184.0,0.0,0.0,0
95,8.873566,0.095972,200,1,0.0,166.174,21.952,132.0,184.0,0.0,0.0,0
96,8.965589,0.092023,200,1,0.0,166.17,21.947,132.0,184.0,0.0,0.0,0
97,9.061579,0.09599,200,1,0.0,166.174,21.951,132.0,184.0,0.0,0.0,0
98,9.153613,0.092034,200,1,0.0,166.175,21.955,132.0,184.0,0.0,0.0,0
99,9.245645,0.092032,200,1,0.0,166.168,21.954,132.0,184.0,0.0,0.0,0
100,9.341605,0.09596,200,1,0.0,166.169,21.953,132.0,184.0,0.0,0.0,0
101,9.43363,0.092025,200,1,0.0,166.178,21.955,132.0,184.0,0.0,0.0,0
102,9.525658,0.092028,0,-1,0.0,166.169,21.959,132.0,184.0,0.0,0.0,0
103,9.621616,0.095958,0,-1,0.0,166.053,22.024,132.0,184.0,0.0,0.0,0
104,9.713641,0.092025,0,-1,0.0,163.779,23.309,128.0,184.0,0.0,0.0,0
105,9.805664,0.092023,0,-1,0.0,163.775,23.319,127.0,184.0,0.0,0.0,0
106,9.901616,0.095952,0,-1,0.0,163.772,23.323,127.0,184.0,0.0,0.0,0
107,9.993632,0.092016,0,-1,0.0,163.768,23.316,128.0,184.0,0.0,0.0,0
108,10.089618,0.095987,200,1,0.0,163.782,23.312,128.0,184.0,0.0,0.0,0
109,10.181626,0.092008,200,1,0.0,163.804,23.302,128.0,184.0,0.0,0.0,0
110,10.273678,0.092052,200,1,0.0,166.175,21.955,132.0,184.0,0.0,0.0,0
111,10.369646,0.095969,0,-1,0.0,166.17,21.95,132.0,184.0,0.0,0.0,0
112,10.461655,0.092009,0,-1,0.0,166.134,21.978,132.0,184.0,0.0,0.0,0
113,10.553693,0.092038,0,-1,0.0,163.793,23.312,128.0,184.0,0.0,0.0,0
114,10.649641,0.095948,0,-1,0.0,163.786,23.313,128.0,184.0,0.0,0.0,0
116,10.741668,0.092027,0,-1,0.0,163.768,23.313,128.0,184.0,0.0,0.0,0
117,10.833735,0.092067,0,-1,0.0,163.779,23.31,128.0,184.0,0.0,0.0,0
