# timestamp: 20251101_194547
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS11
# light_col: 1
# light_channel: 1
# duration_s: 12.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.09137,0.0,200,1,88.9502,111.5252,86.008,87.0157,85.8839,90.0277,50.0,34.3262,49.9993,49.8737,50.0,49.9222,0
1,0.183356,0.091987,200,1,107.7984,115.7909,91.4482,87.8274,88.9387,93.686,27.2708,25.4271,49.2513,49.8633,49.1934,49.7074,0
2,0.279118,0.095762,200,1,107.7957,115.7648,91.4425,87.829,88.9417,93.686,27.234,25.4453,49.2562,49.859,49.1794,49.7008,0
3,0.371143,0.092025,200,1,107.7982,115.7832,91.4493,87.8284,88.9356,93.6822,27.2992,25.4261,49.2643,49.861,49.1862,49.6989,0
4,0.463168,0.092025,200,1,107.7969,115.7966,91.4563,87.8282,88.9346,93.6842,27.2028,25.4079,49.2585,49.8617,49.194,49.7103,0
5,0.559133,0.095965,200,1,107.7961,115.7769,91.4433,87.8306,88.9365,93.6846,27.1999,25.3997,49.265,49.8604,49.193,49.6982,0
6,0.651171,0.092038,200,1,107.7882,115.7606,91.4389,87.8222,88.937,93.684,27.346,25.4655,49.2689,49.8561,49.1875,49.7048,0
7,0.74317,0.091999,200,1,107.7917,115.7782,91.4496,87.829,88.9331,93.6792,27.2425,25.4144,49.2653,49.8633,49.1868,49.7067,0
8,0.839155,0.095985,200,1,107.805,115.7879,91.446,87.8262,88.9321,93.6798,27.1475,25.4434,49.2611,49.8656,49.195,49.7119,0
9,0.931192,0.092037,0,-1,107.7884,115.7693,91.4415,87.8294,88.9359,93.6832,27.1969,25.4251,49.2673,49.8551,49.1852,49.6989,0
10,1.027159,0.095967,0,-1,107.7689,115.7646,91.4272,87.8255,88.9127,93.6605,27.4229,25.5104,49.2633,49.8626,49.1891,49.709,0
11,1.119147,0.091988,0,-1,88.9437,111.5061,85.9954,87.0093,85.8609,90.0079,50.0,34.335,49.999,49.8796,50.0,49.9206,0
12,1.211198,0.092051,0,-1,88.9432,111.5116,85.9912,87.0107,85.8619,90.0069,50.0,34.3249,49.999,49.8701,50.0,49.917,0
13,1.307162,0.095964,0,-1,88.9397,111.5012,85.995,87.0113,85.8627,90.0134,50.0,34.3431,49.999,49.8714,50.0,49.9199,0
14,1.399188,0.092026,0,-1,88.942,111.5007,85.9937,87.0141,85.8579,90.0044,50.0,34.3646,49.9984,49.8714,50.0,49.9229,0
15,1.491218,0.09203,200,1,88.9392,111.5184,85.9961,87.0144,85.857,90.0079,50.0,34.321,49.9977,49.8737,50.0,49.9219,0
16,1.58718,0.095962,200,1,88.9516,111.5135,86.0108,87.0183,85.8889,90.0326,50.0,34.3089,49.9987,49.874,50.0,49.918,0
17,1.679204,0.092024,200,1,107.795,115.7885,91.445,87.8315,88.9376,93.6907,27.2516,25.4593,49.2555,49.8568,49.1816,49.696,0
18,1.77123,0.092025,0,-1,107.7927,115.7949,91.4448,87.8296,88.9406,93.6875,27.1618,25.4365,49.2591,49.8597,49.1852,49.7057,0
19,1.867192,0.095962,0,-1,107.7662,115.8017,91.4306,87.8304,88.9087,93.6585,27.4183,25.432,49.2607,49.8646,49.1953,49.7116,0
20,1.959212,0.09202,0,-1,88.9425,111.5093,85.992,87.011,85.8606,90.0075,50.0,34.3255,49.9997,49.8701,50.0,49.9212,0
21,2.05523,0.096019,0,-1,88.9439,111.5076,85.9919,87.0132,85.8651,90.0162,50.0,34.3014,50.0,49.8682,50.0,49.9212,0
22,2.147247,0.092016,0,-1,88.9431,111.5194,85.9982,87.0146,85.859,90.0076,50.0,34.2946,49.9987,49.8724,50.0,49.9199,0
23,2.239307,0.09206,0,-1,88.9455,111.5313,85.9948,87.0174,85.8588,90.0107,50.0,34.2669,49.999,49.8753,50.0,49.9202,0
