# timestamp: 20251101_211431
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 5.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS12
# light_col: 2
# light_channel: 1
# duration_s: 12.0
# dark_thresh: 100
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095914,0.0,0,-1,87.5453,101.0481,85.3362,85.8821,85.3034,87.3601,50.0,40.8538,49.9967,49.9072,50.0,49.9899,0
1,0.187667,0.091752,0,-1,87.5232,101.0543,85.3338,85.8867,85.2959,87.3513,50.0,40.8613,49.9967,49.9082,50.0,49.9889,0
2,0.283672,0.096005,0,-1,87.5199,101.0428,85.333,85.8849,85.2954,87.3569,50.0,40.8597,49.9971,49.9059,50.0,49.9906,0
3,0.37565,0.091979,0,-1,87.5298,101.0475,85.3294,85.8808,85.2984,87.3539,50.0,40.8643,49.9967,49.9056,50.0,49.9906,0
4,0.467691,0.09204,0,-1,87.5468,101.055,85.3343,85.8849,85.3037,87.3617,50.0,40.8597,49.9964,49.9076,50.0,49.9909,0
5,0.563644,0.095953,0,-1,87.5426,101.0515,85.3327,85.8835,85.3001,87.3539,50.0,40.8633,49.9967,49.9062,50.0,49.9896,0
6,0.655685,0.092041,200,1,87.519,101.0509,85.3283,85.8829,85.297,87.352,50.0,40.862,49.9967,49.9069,50.0,49.9915,0
7,0.747698,0.092013,200,1,87.5247,101.0543,85.3377,85.8952,85.321,87.3925,50.0,40.8571,49.9967,49.9095,50.0,49.9899,0
8,0.843692,0.095994,200,1,95.8969,111.0919,87.1764,88.1663,86.7185,90.9988,48.8916,38.7861,49.9967,49.8262,50.0,49.972,0
9,0.935702,0.092011,0,-1,95.908,111.0963,87.1802,88.1679,86.7209,91.0005,48.8991,38.762,49.9964,49.8262,50.0,49.9704,0
