# timestamp: 20251101_165111
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10
# stimulus: rand_telegraph
# low: 0
# high: 128
# hold_frames: 3
# test_light: HS22
# duration_s: 12.0
# dark_thresh: 75
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,y_metric,y_mean,y_std,y_p10,y_p90,sat_lo_pct,sat_hi_pct,frame_drop
0,0.091415,0.0,128,1,0.0,86.71,4.679,84.0,90.0,0.0,0.0,0
1,0.183655,0.092241,128,1,0.0,106.322,25.658,86.0,136.0,0.0,0.0,0
2,0.279311,0.095656,128,1,0.0,106.32,25.645,86.0,136.0,0.0,0.0,0
3,0.371351,0.09204,128,1,0.0,106.313,25.646,86.0,136.0,0.0,0.0,0
4,0.463394,0.092042,128,1,0.0,106.315,25.65,86.0,136.0,0.0,0.0,0
5,0.559339,0.095946,128,1,0.0,106.306,25.648,86.0,136.0,0.0,0.0,0
6,0.651355,0.092015,128,1,0.0,106.3,25.639,86.0,136.0,0.0,0.0,0
7,0.743407,0.092052,128,1,0.0,106.303,25.64,86.0,136.0,0.0,0.0,0
8,0.839383,0.095976,128,1,0.0,106.304,25.651,86.0,136.0,0.0,0.0,0
9,0.931382,0.091999,0,-1,0.0,106.304,25.648,86.0,136.0,0.0,0.0,0
10,1.027347,0.095964,0,-1,0.0,105.778,25.349,86.0,134.0,0.0,0.0,0
11,1.119378,0.092032,0,-1,0.0,86.574,4.676,84.0,89.0,0.0,0.0,0
12,1.21141,0.092032,128,1,0.0,86.571,4.68,84.0,89.0,0.0,0.0,0
13,1.307398,0.095988,128,1,0.0,86.717,4.7,84.0,90.0,0.0,0.0,0
14,1.399378,0.091979,128,1,0.0,106.3,25.645,86.0,136.0,0.0,0.0,0
15,1.491428,0.09205,0,-1,0.0,106.299,25.648,86.0,136.0,0.0,0.0,0
16,1.587378,0.09595,0,-1,0.0,105.66,25.289,86.0,134.0,0.0,0.0,0
17,1.679434,0.092056,0,-1,0.0,86.576,4.689,84.0,89.0,0.0,0.0,0
18,1.771478,0.092044,0,-1,0.0,86.571,4.684,84.0,89.0,0.0,0.0,0
19,1.867426,0.095948,0,-1,0.0,86.57,4.69,84.0,89.0,0.0,0.0,0
20,1.959449,0.092023,0,-1,0.0,86.574,4.68,84.0,89.0,0.0,0.0,0
21,2.051475,0.092026,128,1,0.0,86.575,4.688,84.0,89.0,0.0,0.0,0
22,2.147438,0.095962,128,1,0.0,86.728,4.707,84.0,90.0,0.0,0.0,0
23,2.239481,0.092044,128,1,0.0,106.33,25.652,86.0,136.0,0.0,0.0,0
24,2.335441,0.09596,0,-1,0.0,106.332,25.65,86.0,136.0,0.0,0.0,0
25,2.427452,0.092011,0,-1,0.0,106.105,25.517,86.0,135.0,0.0,0.0,0
26,2.519508,0.092055,0,-1,0.0,86.581,4.684,84.0,89.0,0.0,0.0,0
27,2.615446,0.095938,128,1,0.0,86.571,4.685,84.0,89.0,0.0,0.0,0
28,2.707506,0.09206,128,1,0.0,86.714,4.701,84.0,90.0,0.0,0.0,0
29,2.7995,0.091994,128,1,0.0,106.334,25.647,86.0,136.0,0.0,0.0,0
30,2.895483,0.095983,0,-1,0.0,106.329,25.644,86.0,136.0,0.0,0.0,0
31,2.987493,0.09201,0,-1,0.0,106.046,25.498,86.0,135.0,0.0,0.0,0
32,3.079531,0.092038,0,-1,0.0,86.578,4.689,84.0,89.0,0.0,0.0,0
33,3.1755,0.095969,0,-1,0.0,86.578,4.688,84.0,89.0,0.0,0.0,0
34,3.267514,0.092013,0,-1,0.0,86.577,4.694,84.0,89.0,0.0,0.0,0
35,3.363482,0.095969,0,-1,0.0,86.577,4.691,84.0,89.0,0.0,0.0,0
36,3.455524,0.092042,0,-1,0.0,86.579,4.698,84.0,89.0,0.0,0.0,0
37,3.547565,0.092041,0,-1,0.0,86.583,4.691,84.0,89.0,0.0,0.0,0
38,3.643514,0.095949,0,-1,0.0,86.577,4.7,84.0,89.0,0.0,0.0,0
39,3.73553,0.092015,0,-1,0.0,86.584,4.689,84.0,89.0,0.0,0.0,0
40,3.827566,0.092036,0,-1,0.0,86.577,4.697,84.0,89.0,0.0,0.0,0
41,3.923526,0.09596,0,-1,0.0,86.585,4.701,84.0,89.0,0.0,0.0,0
