t_s,u_cmd,y_dark_pct
1.742599852150306e-05,0.0,0.0
0.1895189440001559,0.0,0.0
0.37769738899805816,128.0,17.729166666666664
0.5612528889978421,128.0,17.881944444444446
0.749204722000286,128.0,17.944444444444443
0.9372416849982983,128.0,17.9375
1.121280518000276,128.0,17.944444444444443
1.3092642960000376,128.0,17.895833333333332
1.4965088139979343,128.0,17.92361111111111
1.6845070729978033,128.0,18.01388888888889
1.8685942579977564,128.0,17.979166666666664
2.0565952580000157,128.0,17.97222222222222
2.244613479997497,128.0,18.0
2.4285932759994466,128.0,17.944444444444443
2.6167123499981244,0.0,0.0
2.804576258000452,0.0,0.0
2.9927119059975666,128.0,17.77777777777778
3.1766294980006933,128.0,17.78472222222222
3.3647070539991546,0.0,0.0
3.5525957019999623,0.0,0.0
3.740733293998346,128.0,17.680555555555554
3.9246730349987047,128.0,17.65972222222222
4.112790515999222,0.0,0.0
4.300662367997575,0.0,0.0
4.484710052998707,0.0,0.0
4.672739552999701,0.0,0.0
4.860797163997631,128.0,17.979166666666664
5.048709644997871,128.0,17.84027777777778
5.232891126997856,0.0,0.0
5.4207094039993535,0.0,0.0
5.6087155519999214,0.0,0.0
5.792761773998791,0.0,0.0
5.980793588998495,0.0,0.0
6.168755866998254,0.0,0.0
6.357246569998097,0.0,0.0
6.541585569997551,0.0,0.0
6.729551033000462,0.0,0.0
6.917553421997582,0.0,0.0
7.1056913289976364,128.0,17.881944444444446
7.289622607000638,128.0,17.944444444444443
7.477626365998731,128.0,18.02777777777778
7.665643476997502,128.0,17.90277777777778
7.849657791997743,128.0,17.888888888888886
8.037698124997405,128.0,17.875
8.225803846999042,0.0,0.0
8.413626698998996,0.0,0.0
8.597835050997674,128.0,17.59722222222222
8.785698235999007,128.0,17.604166666666668
8.973677068999677,128.0,17.4375
9.157720364997658,128.0,17.375
9.345711901998584,128.0,17.479166666666668
9.533709216997522,128.0,17.53472222222222
9.721934771998349,0.0,0.0
9.905792883000686,0.0,0.0
10.093728715997713,0.0,0.0
10.281735104999825,0.0,0.0
10.469739975000266,0.0,0.0
10.65382177200081,0.0,0.0
10.841804363997653,0.0,0.0
11.029774567999993,0.0,0.0
11.213974308000616,128.0,17.45138888888889
11.401858789999096,128.0,17.47222222222222
11.589833160000126,128.0,17.458333333333336
11.77783723399989,128.0,17.46527777777778
11.96205943699897,0.0,0.0
