# timestamp: 20251101_201251
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS12
# light_col: 2
# light_channel: 1
# duration_s: 4.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.095955,0.0,0,-1,88.5777,109.1811,85.8094,86.6544,85.6665,89.1947,50.0,37.0228,50.0,49.9482,50.0,49.93,0
1,0.18769,0.091734,0,-1,88.5855,109.1796,85.804,86.6552,85.6668,89.1899,50.0,36.9997,50.0,49.9476,50.0,49.9287,0
2,0.283648,0.095958,0,-1,88.5785,109.1947,85.8006,86.6524,85.6735,89.1912,50.0,36.9883,50.0,49.9463,50.0,49.9258,0
3,0.375676,0.092028,200,1,88.578,109.1995,85.8015,86.6529,85.6748,89.1772,50.0,37.0029,50.0,49.9447,50.0,49.931,0
4,0.467698,0.092022,200,1,88.5899,109.204,85.8169,86.6655,85.69,89.2054,50.0,36.9671,50.0,49.9479,50.0,49.9307,0
5,0.563669,0.095971,200,1,101.5411,123.8442,88.9155,90.4158,87.8826,94.6693,37.9632,10.0648,49.9378,49.2324,49.2731,41.1484,0
6,0.655696,0.092027,200,1,101.5325,123.8449,88.9106,90.415,87.8824,94.6724,37.9753,10.0648,49.9349,49.2396,49.2738,41.179,0
7,0.747723,0.092027,200,1,101.5416,123.8381,88.9097,90.4126,87.8823,94.6869,38.07,10.0983,49.9323,49.2458,49.2731,41.1348,0
8,0.84369,0.095967,200,1,101.5381,123.8347,88.9101,90.4184,87.8866,94.7224,38.0176,10.1012,49.9277,49.2445,49.2741,41.1064,0
9,0.935719,0.092029,200,1,101.5346,123.8389,88.9117,90.4135,87.8839,94.7625,38.0954,10.0928,49.9349,49.2477,49.276,41.0791,0
10,1.027744,0.092024,200,1,101.5339,123.8318,88.9079,90.409,87.8823,94.7867,38.0342,10.0921,49.9297,49.2484,49.2773,41.0039,0
11,1.123712,0.095968,200,1,101.5344,123.8255,88.9056,90.4087,87.8787,94.7967,38.027,10.1247,49.9378,49.2555,49.2773,41.0426,0
12,1.215718,0.092006,0,-1,101.5321,123.8251,88.9109,90.4114,87.8754,94.7955,38.054,10.0576,49.9342,49.252,49.279,41.0452,0
13,1.307784,0.092066,0,-1,101.282,123.5368,88.8355,90.3167,87.8128,94.6481,39.0023,10.3005,49.945,49.2891,49.2799,41.3118,0
14,1.403727,0.095943,0,-1,88.5894,109.185,85.8112,86.6532,85.6724,89.2969,50.0,37.0169,50.0,49.9463,50.0,49.9284,0
15,1.495755,0.092028,0,-1,88.5853,109.1876,85.8085,86.6563,85.6758,89.2994,50.0,37.0212,49.9997,49.946,50.0,49.9294,0
16,1.591717,0.095962,0,-1,88.5805,109.1853,85.8092,86.6512,85.6734,89.2959,50.0,37.0612,49.9997,49.9482,50.0,49.929,0
17,1.683736,0.092019,0,-1,88.5871,109.1755,85.8094,86.6543,85.6833,89.2971,50.0,37.0173,50.0,49.9466,50.0,49.9307,0
18,1.775776,0.09204,0,-1,88.5912,109.1888,85.8084,86.6534,85.6796,89.2957,50.0,37.0273,50.0,49.9476,50.0,49.929,0
19,1.87173,0.095954,0,-1,88.5881,109.1939,85.8084,86.6547,85.6762,89.3015,50.0,37.0127,50.0,49.9473,50.0,49.9284,0
20,1.96375,0.09202,0,-1,88.5906,109.2,85.8119,86.6546,85.6766,89.2935,50.0,37.0361,49.9997,49.946,50.0,49.9294,0
21,2.055777,0.092027,200,1,88.5932,109.1946,85.8113,86.6538,85.684,89.2975,50.0,37.0244,50.0,49.9447,50.0,49.9307,0
22,2.151743,0.095967,200,1,88.5965,109.2087,85.8201,86.6695,85.7023,89.3425,50.0,36.9528,50.0,49.9482,50.0,49.93,0
