t_s,u_cmd,y_dark_pct
1.1259999155299738e-05,200.0,11.0625
0.09313859299800242,200.0,11.145833333333334
0.18498964799800888,200.0,11.097222222222221
0.28086399999665446,0.0,11.256944444444445
0.37274975899708807,0.0,12.118055555555555
0.46477818499988643,0.0,12.159722222222221
0.5608934439987934,200.0,12.07638888888889
0.6527739809971536,200.0,11.034722222222221
0.7447983519996342,200.0,11.0625
0.8408952959980525,0.0,11.26388888888889
0.9327950179977051,0.0,12.07638888888889
1.0287400179986435,0.0,12.166666666666668
1.1208925920000183,200.0,12.07638888888889
1.2127882029999455,200.0,11.104166666666666
1.3087376289986423,200.0,11.125
1.400911480999639,0.0,11.3125
1.4928140729971346,0.0,12.152777777777777
1.5887894249972305,0.0,12.145833333333334
1.6809088329973747,200.0,12.090277777777777
1.7728429619965027,200.0,11.034722222222221
1.8688141289967461,200.0,10.993055555555555
1.960971646996768,0.0,11.368055555555557
2.0568566839974665,0.0,12.104166666666668
2.1488195359997917,0.0,12.145833333333334
2.2408342949966027,0.0,12.090277777777777
2.3368178689997876,0.0,12.07638888888889
2.4288114799965115,0.0,12.104166666666668
2.520858646999841,0.0,12.1875
2.616819127997587,0.0,12.125
2.7088287209990085,0.0,12.125
2.800880849998066,0.0,12.166666666666668
2.897491072999401,0.0,12.13888888888889
2.989502016996994,0.0,12.17361111111111
3.085795460996451,200.0,12.104166666666668
3.1776282389982953,200.0,11.097222222222221
3.2696511459980684,200.0,11.041666666666666
3.365809682996769,0.0,11.208333333333332
3.4576629799994407,0.0,12.131944444444445
3.5496856829995522,0.0,12.194444444444445
3.645804756997677,200.0,12.166666666666668
3.737676904998807,200.0,11.0625
3.8297287019995565,200.0,11.104166666666666
3.925833312998293,0.0,11.229166666666666
4.017693534999125,0.0,12.159722222222221
4.1097276829968905,0.0,12.194444444444445
4.2056504049978685,0.0,12.090277777777777
4.2976977759972215,0.0,12.159722222222221
4.393679811997572,0.0,12.152777777777777
4.485259256998688,0.0,12.145833333333334
4.576964089999819,0.0,12.131944444444445
4.672922034998919,0.0,12.180555555555555
4.764941849000024,0.0,12.166666666666668
4.856977367999207,0.0,12.13888888888889
4.952941033996467,0.0,12.125
5.045067033999658,200.0,12.097222222222221
5.136990515999059,200.0,11.083333333333334
5.232957570999133,200.0,11.041666666666666
5.3249823299993295,200.0,11.041666666666666
5.420961144998728,200.0,11.034722222222221
5.512964737998118,200.0,11.020833333333334
5.605011163999734,200.0,11.083333333333334
5.700999274999049,200.0,11.034722222222221
5.793058051996923,200.0,11.020833333333334
5.885042477999377,200.0,11.041666666666666
5.9809998299970175,200.0,11.069444444444445
6.0730295889989065,200.0,11.041666666666666
6.165036385998974,200.0,11.041666666666666
6.261010921996785,200.0,11.006944444444445
6.35303118199954,200.0,11.0625
6.448997495997901,200.0,11.034722222222221
6.541011088997038,200.0,11.006944444444445
6.633039921998716,200.0,11.027777777777779
6.729121829997894,0.0,11.229166666666666
6.821069773999625,0.0,12.152777777777777
6.913094588999229,0.0,12.222222222222221
7.009183717997075,200.0,12.118055555555555
7.101071958997636,200.0,11.104166666666666
7.193080162996921,200.0,11.034722222222221
7.289045588997396,200.0,11.069444444444445
7.381069106999348,200.0,11.041666666666666
7.473133236999274,200.0,11.0625
7.569118587998673,200.0,11.069444444444445
7.661154310997517,200.0,10.979166666666666
7.757086587997037,200.0,11.0
7.849122476996854,200.0,11.083333333333334
7.94111671799692,200.0,11.090277777777779
8.037087050997798,200.0,11.0
8.129089791997103,200.0,11.055555555555555
8.221143994996964,200.0,11.097222222222221
8.317100846998073,200.0,11.07638888888889
8.4091315509977,200.0,11.034722222222221
8.501175068999146,200.0,11.027777777777779
8.597146568998141,200.0,11.055555555555555
8.689262864998454,0.0,11.340277777777779
8.78513769899655,0.0,12.118055555555555
8.877151772998332,0.0,12.166666666666668
8.969288106000022,200.0,12.118055555555555
9.065196383999137,200.0,11.041666666666666
9.157170883998333,200.0,11.04861111111111
9.249184697997407,200.0,11.04861111111111
9.345157049996487,200.0,11.097222222222221
9.437166660998628,200.0,11.055555555555555
9.52985247599645,0.0,11.3125
9.625931827999011,0.0,12.13888888888889
9.71796877199813,0.0,12.104166666666668
9.813947975999326,0.0,12.145833333333334
9.905968346000009,0.0,12.125
9.997996604997752,0.0,12.131944444444445
10.094137530999433,200.0,12.020833333333334
10.185990104997472,200.0,10.9375
10.278016456999467,200.0,10.965277777777779
10.373982271998102,200.0,10.979166666666666
10.465998067997134,200.0,10.923611111111112
10.558011271998112,200.0,11.006944444444445
10.653984789998503,200.0,10.986111111111112
10.745991252999374,200.0,11.006944444444445
10.838077215998055,200.0,11.006944444444445
10.934018363997893,200.0,11.13888888888889
11.026056622999022,200.0,11.034722222222221
11.122015622997424,200.0,11.020833333333334
11.214014178996877,200.0,11.145833333333334
11.306146381997678,200.0,11.041666666666666
11.40210325299995,200.0,11.145833333333334
11.494069733998913,0.0,11.395833333333332
11.586102141998708,0.0,12.222222222222221
11.682030418996874,0.0,12.208333333333334
11.774073529999441,0.0,12.20138888888889
11.866101789997629,0.0,12.11111111111111
11.962095844999567,0.0,12.152777777777777
