# timestamp: 20251101_194734
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HF1
# light_col: 1
# light_channel: 4
# duration_s: 12.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.091354,0.0,200,1,88.9135,111.2842,86.0102,87.037,85.9746,90.3424,50.0,34.5264,49.999,49.8779,50.0,49.917,0
1,0.183168,0.091813,200,1,99.7786,121.2856,92.6229,96.6124,98.2476,122.9204,48.0273,16.1501,48.8896,45.5052,44.1283,22.3971,0
2,0.279147,0.095979,200,1,99.7347,121.2437,92.591,96.5733,98.2016,122.8291,48.04,16.251,48.8994,45.6188,44.1374,22.4684,0
3,0.371149,0.092002,0,-1,99.7115,121.225,92.5736,96.549,98.1781,122.7722,48.0664,16.2243,48.9128,45.6257,44.1676,22.5332,0
4,0.463191,0.092043,0,-1,99.704,121.2074,92.5607,96.5289,98.112,122.6497,48.0622,16.2965,48.9046,45.6374,44.2298,22.6152,0
5,0.559133,0.095941,0,-1,88.9111,111.2685,85.9941,87.0085,85.8733,89.9843,50.0,34.5283,49.999,49.8809,50.0,49.918,0
6,0.651162,0.092029,200,1,88.9192,111.2729,85.9871,87.0054,85.8681,89.9859,50.0,34.5036,49.999,49.8792,50.0,49.918,0
7,0.74318,0.092019,200,1,88.9191,111.2702,86.007,87.0366,85.9712,90.3229,50.0,34.5111,49.9984,49.8783,50.0,49.918,0
8,0.839164,0.095983,200,1,99.7323,121.2344,92.5899,96.5646,98.1926,122.8062,48.054,16.1917,48.8861,45.6104,44.1501,22.4928,0
9,0.931213,0.092049,200,1,99.6953,121.2099,92.5658,96.5334,98.1614,122.7393,48.0469,16.2321,48.904,45.6445,44.1797,22.5462,0
