# timestamp: 20251101_194857
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: HS22
# light_col: 2
# light_channel: 2
# duration_s: 12.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.091423,0.0,200,1,88.8968,111.0755,85.9957,86.9945,85.9001,90.4249,50.0,34.7386,49.9987,49.8945,50.0,49.9186,0
1,0.183209,0.091786,200,1,96.049,125.921,88.647,93.9175,87.8162,124.6783,43.723,8.8343,49.9355,47.6647,49.542,25.2126,0
2,0.279183,0.095975,200,1,96.054,125.9204,88.6411,93.9207,87.8162,124.6839,43.7549,8.8721,49.932,47.6465,49.5426,25.2139,0
3,0.371226,0.092043,200,1,96.054,125.9231,88.6425,93.9179,87.8167,124.687,43.6803,8.849,49.9316,47.6497,49.5439,25.2184,0
4,0.463259,0.092033,200,1,96.0495,125.9166,88.6426,93.911,87.8178,124.6846,43.7399,8.8477,49.9323,47.6566,49.542,25.2279,0
5,0.55922,0.095961,200,1,96.0523,125.9165,88.6454,93.9178,87.8176,124.6815,43.6576,8.8197,49.9329,47.6468,49.5485,25.2308,0
6,0.651249,0.092029,200,1,96.0509,125.9266,88.6468,93.9202,87.8163,124.6783,43.7116,8.8089,49.931,47.6507,49.5485,25.252,0
7,0.743281,0.092031,200,1,96.0589,125.9313,88.6452,93.9224,87.8173,124.6808,43.6458,8.8167,49.9378,47.6497,49.5433,25.2344,0
8,0.839253,0.095972,200,1,96.0478,125.9293,88.6402,93.9144,87.8181,124.674,43.6742,8.8102,49.9346,47.6117,49.5469,25.2686,0
9,0.931263,0.092011,0,-1,96.0391,125.9198,88.6451,93.9228,87.8133,124.674,43.7477,8.8363,49.9307,47.6693,49.5469,25.2507,0
10,1.027284,0.096021,0,-1,95.9943,125.8235,88.6143,93.8399,87.7901,124.3963,44.0381,8.8685,49.9359,47.7614,49.5498,25.4326,0
11,1.11926,0.091976,0,-1,88.8977,111.0819,85.9917,86.9751,85.8822,89.9724,50.0,34.7041,49.9984,49.8968,50.0,49.9189,0
12,1.211289,0.092029,200,1,88.9006,111.0838,85.9951,86.9768,85.8859,89.9773,50.0,34.7305,49.9977,49.8958,50.0,49.9186,0
13,1.307251,0.095962,200,1,88.8957,111.0839,85.9982,87.0005,85.9016,90.406,50.0,34.7227,49.9971,49.8958,50.0,49.9209,0
14,1.399261,0.092009,200,1,96.044,125.9147,88.6456,93.9201,87.818,124.6732,43.7018,8.8271,49.9323,47.6527,49.5456,25.2601,0
15,1.491307,0.092046,200,1,96.0455,125.9243,88.6514,93.9191,87.8199,124.6729,43.6855,8.7998,49.9303,47.6302,49.5465,25.2415,0
