# timestamp: 20251101_170007
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10
# stimulus: rand_telegraph
# low: 0
# high: 8
# hold_frames: 3
# test_light: HS22
# duration_s: 5.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,y_metric,y_mean,y_std,y_p10,y_p90,sat_lo_pct,sat_hi_pct,frame_drop
0,0.091346,0.0,0,-1,63.1181,92.21,11.744,85.0,106.0,0.0,0.0,0
1,0.183313,0.091966,0,-1,71.9167,90.104,10.64,84.0,98.0,0.0,0.0,0
2,0.279077,0.095764,0,-1,71.9931,90.111,10.667,84.0,98.0,0.0,0.0,0
3,0.371089,0.092012,8,1,71.8819,90.127,10.71,84.0,98.0,0.0,0.0,0
4,0.4631,0.092011,8,1,71.7847,90.148,10.745,84.0,98.0,0.0,0.0,0
5,0.559069,0.095969,8,1,66.0694,91.486,11.284,85.0,102.0,0.0,0.0,0
6,0.651098,0.092029,8,1,66.1181,91.492,11.308,85.0,102.0,0.0,0.0,0
7,0.743132,0.092034,8,1,66.0625,91.507,11.335,85.0,102.0,0.0,0.0,0
8,0.839091,0.095959,8,1,66.0139,91.515,11.353,85.0,102.0,0.0,0.0,0
9,0.93112,0.092029,8,1,65.9375,91.518,11.362,85.0,102.0,0.0,0.0,0
10,1.027088,0.095968,8,1,66.0278,91.518,11.368,85.0,102.0,0.0,0.0,0
11,1.119107,0.092019,8,1,66.0417,91.517,11.375,85.0,102.0,0.0,0.0,0
12,1.211132,0.092025,0,-1,65.9722,91.523,11.38,85.0,102.0,0.0,0.0,0
13,1.307092,0.09596,0,-1,68.7708,90.732,10.987,84.0,99.0,0.0,0.0,0
14,1.39914,0.092048,0,-1,71.8333,90.186,10.869,84.0,98.0,0.0,0.0,0
15,1.491171,0.092031,0,-1,71.7917,90.188,10.872,84.0,98.0,0.0,0.0,0
16,1.587125,0.095954,0,-1,71.7361,90.187,10.865,84.0,98.0,0.0,0.0,0
17,1.679158,0.092032,0,-1,71.75,90.189,10.868,84.0,98.0,0.0,0.0,0
18,1.77119,0.092032,8,1,71.7431,90.193,10.869,84.0,98.0,0.0,0.0,0
19,1.867123,0.095933,8,1,71.5972,90.203,10.86,84.0,98.0,0.0,0.0,0
20,1.959155,0.092032,8,1,65.5833,91.54,11.369,85.0,102.0,0.0,0.0,0
21,2.051242,0.092087,0,-1,65.2431,91.565,11.373,85.0,102.0,0.0,0.0,0
22,2.147152,0.095911,0,-1,68.7361,90.703,10.962,84.0,99.0,0.0,0.0,0
23,2.23919,0.092037,0,-1,71.3264,90.239,10.876,84.0,98.0,0.0,0.0,0
24,2.3352,0.09601,0,-1,71.3542,90.242,10.875,84.0,98.0,0.0,0.0,0
25,2.427184,0.091984,0,-1,71.3889,90.24,10.872,84.0,98.0,0.0,0.0,0
26,2.519215,0.092031,0,-1,71.3542,90.238,10.875,84.0,98.0,0.0,0.0,0
27,2.615181,0.095966,0,-1,71.25,90.246,10.88,84.0,98.0,0.0,0.0,0
28,2.707192,0.092012,0,-1,71.3889,90.24,10.879,84.0,98.0,0.0,0.0,0
29,2.799226,0.092034,0,-1,71.3333,90.242,10.876,84.0,98.0,0.0,0.0,0
30,2.895195,0.095969,8,1,71.2917,90.246,10.875,84.0,98.0,0.0,0.0,0
31,2.987202,0.092007,8,1,71.2847,90.248,10.875,84.0,98.0,0.0,0.0,0
32,3.07924,0.092038,8,1,65.1806,91.583,11.38,85.0,102.0,0.0,0.0,0
33,3.175216,0.095976,8,1,65.2153,91.587,11.382,85.0,102.0,0.0,0.0,0
34,3.267221,0.092005,8,1,65.1528,91.585,11.381,85.0,102.0,0.0,0.0,0
35,3.363214,0.095992,8,1,65.2014,91.584,11.385,85.0,102.0,0.0,0.0,0
36,3.455233,0.092019,0,-1,65.2014,91.579,11.382,85.0,102.0,0.0,0.0,0
37,3.547259,0.092026,0,-1,67.9444,90.903,11.035,84.0,99.0,0.0,0.0,0
38,3.643229,0.09597,0,-1,71.3125,90.251,10.885,84.0,98.0,0.0,0.0,0
39,3.735243,0.092014,8,1,71.3264,90.248,10.882,84.0,98.0,0.0,0.0,0
40,3.827275,0.092032,8,1,71.2569,90.257,10.885,84.0,98.0,0.0,0.0,0
41,3.923266,0.095991,8,1,65.125,91.59,11.388,85.0,102.0,0.0,0.0,0
42,4.015292,0.092026,0,-1,65.125,91.594,11.396,85.0,102.0,0.0,0.0,0
43,4.107323,0.092031,0,-1,67.7847,90.939,11.056,84.0,99.0,0.0,0.0,0
44,4.203268,0.095944,0,-1,71.2014,90.26,10.894,84.0,98.0,0.0,0.0,0
45,4.295322,0.092054,8,1,71.2361,90.259,10.894,84.0,98.0,0.0,0.0,0
46,4.391298,0.095976,8,1,71.1597,90.27,10.896,84.0,98.0,0.0,0.0,0
47,4.483308,0.09201,8,1,65.0972,91.598,11.401,85.0,102.0,0.0,0.0,0
48,4.575333,0.092025,0,-1,65.0972,91.596,11.4,85.0,102.0,0.0,0.0,0
49,4.671315,0.095982,0,-1,68.0417,90.887,11.043,84.0,99.0,0.0,0.0,0
50,4.763318,0.092003,0,-1,71.2917,90.272,10.906,84.0,98.0,0.0,0.0,0
51,4.855341,0.092023,8,1,71.2778,90.27,10.909,84.0,98.0,0.0,0.0,0
52,4.951307,0.095966,8,1,71.1458,90.282,10.906,84.0,98.0,0.0,0.0,0
53,5.043339,0.092031,8,1,65.0,91.606,11.415,85.0,102.0,0.0,0.0,0
54,5.135365,0.092027,0,-1,65.0764,91.611,11.417,85.0,102.0,0.0,0.0,0
55,5.231321,0.095956,0,-1,68.1875,90.849,11.03,84.0,99.0,0.0,0.0,0
56,5.323345,0.092024,0,-1,71.2292,90.276,10.918,84.0,98.0,0.0,0.0,0
57,5.41933,0.095985,0,-1,71.2361,90.281,10.92,84.0,98.0,0.0,0.0,0
58,5.51136,0.09203,0,-1,71.2014,90.276,10.917,84.0,98.0,0.0,0.0,0
