# timestamp: 20251101_194932
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10.0
# stimulus: rand_telegraph
# low: 0
# high: 200
# hold_frames: 3
# test_light: LS2
# light_col: 2
# light_channel: 3
# duration_s: 12.0
# dark_thresh: 90
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,mu_S11,mu_S12,mu_S21,mu_S22,mu_S31,mu_S32,y_S11,y_S12,y_S21,y_S22,y_S31,y_S32,frame_drop
0,0.091317,0.0,0,-1,88.889,111.0445,85.9864,86.962,85.8744,89.9655,50.0,34.7204,49.9971,49.9001,50.0,49.9209,0
1,0.183044,0.091727,0,-1,88.899,111.0552,85.9869,86.9673,85.8703,89.9663,50.0,34.7389,49.9984,49.8981,50.0,49.9189,0
2,0.279033,0.095989,0,-1,88.888,111.0557,85.9877,86.9635,85.8748,89.9651,50.0,34.7526,49.998,49.9001,50.0,49.9206,0
3,0.371032,0.091999,0,-1,88.8854,111.0509,85.986,86.9643,85.872,89.9624,50.0,34.734,49.9984,49.8994,50.0,49.9193,0
4,0.463073,0.09204,0,-1,88.8882,111.0488,85.9874,86.9631,85.8742,89.9646,50.0,34.6816,49.9974,49.8971,50.0,49.9219,0
5,0.559025,0.095952,0,-1,88.8915,111.0447,85.9848,86.9644,85.8757,89.9559,50.0,34.7168,49.9987,49.8968,50.0,49.9245,0
6,0.651057,0.092032,0,-1,88.8836,111.0384,85.9859,86.9634,85.8715,89.9596,50.0,34.7562,49.9984,49.8962,50.0,49.9242,0
7,0.743085,0.092028,0,-1,88.8868,111.0356,85.9886,86.9672,85.8732,89.9585,50.0,34.722,49.9977,49.8975,50.0,49.9219,0
8,0.83906,0.095974,0,-1,88.8839,111.0283,85.9825,86.9628,85.8709,89.9575,50.0,34.7376,49.9984,49.8981,50.0,49.9206,0
9,0.931062,0.092002,0,-1,88.8958,111.0292,85.9852,86.9618,85.8727,89.9599,50.0,34.7529,49.998,49.8991,50.0,49.9232,0
10,1.027058,0.095996,0,-1,88.8937,111.0223,85.9844,86.96,85.8721,89.9601,50.0,34.7106,49.9984,49.8975,50.0,49.9222,0
11,1.119068,0.09201,0,-1,88.8857,111.0235,85.9901,86.9637,85.8727,89.9608,50.0,34.7568,49.9987,49.8939,50.0,49.9206,0
12,1.211089,0.092021,200,1,88.8854,111.0256,85.9876,86.9651,85.8796,89.962,50.0,34.6774,49.9977,49.8971,50.0,49.9235,0
13,1.307062,0.095973,200,1,88.8868,111.0273,85.9893,86.9703,85.8801,90.1303,50.0,34.7409,49.9967,49.8981,50.0,49.9238,0
14,1.399082,0.09202,200,1,89.4335,117.0471,86.2069,88.0825,86.1163,99.0342,50.0,24.0827,49.9971,49.8034,50.0,45.3662,0
15,1.49113,0.092048,0,-1,89.4311,117.0508,86.2072,88.0807,86.1112,99.028,50.0,24.0514,49.9958,49.8031,50.0,45.3776,0
16,1.587072,0.095942,0,-1,89.3636,116.4121,86.1808,87.9437,86.086,98.6423,50.0,25.5176,49.9964,49.8174,50.0,45.5352,0
17,1.679093,0.092021,0,-1,88.8814,111.0377,85.9843,86.9613,85.8747,89.9564,50.0,34.7174,49.9974,49.8965,50.0,49.9229,0
18,1.771124,0.092031,0,-1,88.8803,111.0411,85.9854,86.9582,85.8745,89.9604,50.0,34.7819,49.9984,49.8958,50.0,49.9225,0
19,1.867108,0.095984,0,-1,88.8875,111.0387,85.9859,86.9623,85.8709,89.9654,50.0,34.734,49.9977,49.8958,50.0,49.9193,0
20,1.959113,0.092005,0,-1,88.8861,111.048,85.9832,86.9637,85.8744,89.9569,50.0,34.7715,49.9971,49.8968,50.0,49.9219,0
21,2.051193,0.09208,0,-1,88.8814,111.039,85.9869,86.96,85.8761,89.956,50.0,34.7578,49.9974,49.8952,50.0,49.9215,0
22,2.147106,0.095913,0,-1,88.8821,111.0316,85.9874,86.9585,85.8713,89.9579,50.0,34.7363,49.9977,49.8975,50.0,49.9229,0
