# timestamp: 20251101_165157
# cam_device: /dev/video0
# res: 2560x720
# exposure_ms: 8.0
# gain: 10
# stimulus: rand_telegraph
# low: 0
# high: 64
# hold_frames: 3
# test_light: HS22
# duration_s: 12.0
# dark_thresh: 75
# notes: door closed, lab lights on, ~1m distance
frame_idx,t_s,dt_s,u_dac,stim_bit,y_metric,y_mean,y_std,y_p10,y_p90,sat_lo_pct,sat_hi_pct,frame_drop
0,0.091215,0.0,64,1,0.0,105.527,25.304,86.0,134.0,0.0,0.0,0
1,0.183262,0.092047,64,1,0.0,99.392,20.608,86.0,122.0,0.0,0.0,0
2,0.278924,0.095662,64,1,0.0,99.392,20.61,86.0,122.0,0.0,0.0,0
3,0.370914,0.09199,64,1,0.0,99.381,20.617,86.0,122.0,0.0,0.0,0
4,0.462963,0.092049,64,1,0.0,99.385,20.623,86.0,122.0,0.0,0.0,0
5,0.558927,0.095963,64,1,0.0,99.381,20.623,86.0,122.0,0.0,0.0,0
6,0.650967,0.09204,64,1,0.0,99.374,20.623,86.0,122.0,0.0,0.0,0
7,0.742977,0.09201,64,1,0.0,99.368,20.615,86.0,122.0,0.0,0.0,0
8,0.838941,0.095964,64,1,0.0,99.351,20.609,86.0,122.0,0.0,0.0,0
9,0.930966,0.092025,64,1,0.0,99.351,20.612,86.0,122.0,0.0,0.0,0
10,1.026947,0.095981,64,1,0.0,99.358,20.618,86.0,122.0,0.0,0.0,0
11,1.118984,0.092037,64,1,0.0,99.369,20.619,86.0,122.0,0.0,0.0,0
12,1.211004,0.09202,64,1,0.0,99.392,20.62,86.0,122.0,0.0,0.0,0
13,1.306976,0.095972,64,1,0.0,99.408,20.608,86.0,122.0,0.0,0.0,0
14,1.398982,0.092006,64,1,0.0,99.386,20.542,86.0,122.0,0.0,0.0,0
15,1.491023,0.092041,64,1,0.0,99.368,20.451,86.0,122.0,0.0,0.0,0
16,1.586989,0.095966,64,1,0.0,99.362,20.431,86.0,121.0,0.0,0.0,0
17,1.678999,0.09201,64,1,0.0,99.381,20.485,86.0,121.0,0.0,0.0,0
18,1.771023,0.092024,0,-1,0.0,99.414,20.557,86.0,121.0,0.0,0.0,0
19,1.866992,0.095969,0,-1,0.0,96.527,17.644,85.0,116.0,0.0,0.0,0
20,1.959006,0.092015,0,-1,0.0,86.771,5.03,84.0,90.0,0.0,0.0,0
21,2.051069,0.092063,0,-1,0.0,86.764,5.037,84.0,90.0,0.0,0.0,0
22,2.147025,0.095956,0,-1,0.0,86.77,5.036,84.0,90.0,0.0,0.0,0
23,2.239056,0.092031,0,-1,0.0,86.776,5.04,84.0,90.0,0.0,0.0,0
24,2.335016,0.09596,64,1,0.0,86.769,5.043,84.0,90.0,0.0,0.0,0
25,2.427033,0.092017,64,1,0.0,86.854,5.05,84.0,90.0,0.0,0.0,0
26,2.519078,0.092045,64,1,0.0,99.41,20.711,86.0,122.0,0.0,0.0,0
27,2.615024,0.095946,64,1,0.0,99.413,20.714,86.0,122.0,0.0,0.0,0
28,2.707048,0.092024,64,1,0.0,99.418,20.714,86.0,122.0,0.0,0.0,0
29,2.799081,0.092033,64,1,0.0,99.429,20.719,85.0,122.0,0.0,0.0,0
30,2.895044,0.095962,64,1,0.0,99.455,20.719,86.0,122.0,0.0,0.0,0
31,2.98705,0.092007,64,1,0.0,99.491,20.714,85.9,122.0,0.0,0.0,0
32,3.079129,0.092079,64,1,0.0,99.515,20.719,85.0,122.0,0.0,0.0,0
33,3.175067,0.095937,0,-1,0.0,99.544,20.711,85.0,122.0,0.0,0.0,0
34,3.267082,0.092015,0,-1,0.0,97.647,18.79,85.0,119.0,0.0,0.0,0
35,3.363063,0.095981,0,-1,0.0,86.771,5.053,84.0,90.0,0.0,0.0,0
36,3.455084,0.092021,64,1,0.0,86.77,5.056,84.0,90.0,0.0,0.0,0
37,3.547124,0.09204,64,1,0.0,86.857,5.055,84.0,90.0,0.0,0.0,0
38,3.643079,0.095955,64,1,0.0,99.615,20.691,85.0,122.0,0.0,0.0,0
39,3.735091,0.092012,64,1,0.0,99.612,20.687,85.0,122.0,0.0,0.0,0
40,3.82713,0.09204,64,1,0.0,99.614,20.693,85.0,122.0,0.0,0.0,0
41,3.923106,0.095976,64,1,0.0,99.612,20.686,85.0,122.0,0.0,0.0,0
42,4.015112,0.092005,64,1,0.0,99.609,20.686,85.0,122.0,0.0,0.0,0
43,4.107162,0.09205,64,1,0.0,99.616,20.685,85.0,122.0,0.0,0.0,0
44,4.203114,0.095952,64,1,0.0,99.615,20.692,85.0,122.0,0.0,0.0,0
45,4.295136,0.092022,0,-1,0.0,99.607,20.685,85.0,122.0,0.0,0.0,0
46,4.391105,0.095969,0,-1,0.0,97.11,18.205,85.0,118.0,0.0,0.0,0
47,4.483126,0.092022,0,-1,0.0,86.758,5.043,84.0,89.0,0.0,0.0,0
48,4.575169,0.092043,0,-1,0.0,86.763,5.047,84.0,90.0,0.0,0.0,0
49,4.671122,0.095953,0,-1,0.0,86.757,5.049,84.0,90.0,0.0,0.0,0
50,4.76315,0.092028,0,-1,0.0,86.765,5.046,84.0,90.0,0.0,0.0,0
51,4.85518,0.092031,64,1,0.0,86.761,5.044,84.0,90.0,0.0,0.0,0
52,4.951128,0.095947,64,1,0.0,86.853,5.047,84.0,90.0,0.0,0.0,0
53,5.043166,0.092039,64,1,0.0,99.62,20.696,85.0,122.0,0.0,0.0,0
54,5.135244,0.092078,0,-1,0.0,99.614,20.694,85.0,122.0,0.0,0.0,0
55,5.231163,0.095919,0,-1,0.0,96.665,17.747,85.0,117.0,0.0,0.0,0
56,5.323175,0.092012,0,-1,0.0,86.755,5.041,84.0,89.0,0.0,0.0,0
57,5.415253,0.092078,64,1,0.0,86.762,5.052,84.0,89.1,0.0,0.0,0
58,5.511189,0.095936,64,1,0.0,86.855,5.056,84.0,90.0,0.0,0.0,0
59,5.603222,0.092032,64,1,0.0,99.624,20.698,86.0,122.0,0.0,0.0,0
60,5.699184,0.095962,0,-1,0.0,99.622,20.698,86.0,122.0,0.0,0.0,0
61,5.79124,0.092057,0,-1,0.0,98.058,19.142,85.0,120.0,0.0,0.0,0
62,5.883199,0.091958,0,-1,0.0,86.776,5.07,84.0,90.0,0.0,0.0,0
63,5.979161,0.095962,64,1,0.0,86.776,5.069,84.0,90.0,0.0,0.0,0
64,6.071201,0.09204,64,1,0.0,86.865,5.073,84.0,90.0,0.0,0.0,0
65,6.163218,0.092017,64,1,0.0,99.641,20.691,86.0,122.0,0.0,0.0,0
66,6.259181,0.095964,0,-1,0.0,99.644,20.689,86.0,122.0,0.0,0.0,0
67,6.351199,0.092018,0,-1,0.0,97.37,18.442,85.0,118.0,0.0,0.0,0
68,6.443238,0.092039,0,-1,0.0,86.782,5.077,84.0,90.0,0.0,0.0,0
69,6.539203,0.095965,64,1,0.0,86.78,5.083,84.0,90.0,0.0,0.0,0
70,6.631229,0.092026,64,1,0.0,86.873,5.088,84.0,90.0,0.0,0.0,0
71,6.727203,0.095975,64,1,0.0,99.637,20.7,86.0,122.0,0.0,0.0,0
72,6.819207,0.092003,0,-1,0.0,99.636,20.699,86.0,122.0,0.0,0.0,0
73,6.911241,0.092035,0,-1,0.0,97.058,18.149,85.0,117.0,0.0,0.0,0
74,7.007224,0.095983,0,-1,0.0,86.779,5.087,84.0,90.0,0.0,0.0,0
75,7.099241,0.092017,64,1,0.0,86.785,5.083,84.0,90.0,0.0,0.0,0
76,7.191267,0.092025,64,1,0.0,86.88,5.099,84.0,90.0,0.0,0.0,0
77,7.287236,0.095969,64,1,0.0,99.648,20.701,86.0,122.0,0.0,0.0,0
78,7.379254,0.092018,64,1,0.0,99.651,20.699,86.0,122.0,0.0,0.0,0
79,7.471288,0.092034,64,1,0.0,99.651,20.703,86.0,122.0,0.0,0.0,0
80,7.567256,0.095968,64,1,0.0,99.65,20.7,86.0,122.0,0.0,0.0,0
81,7.65926,0.092004,64,1,0.0,99.648,20.702,86.0,122.0,0.0,0.0,0
82,7.755248,0.095988,64,1,0.0,99.649,20.696,86.0,122.0,0.0,0.0,0
83,7.847258,0.092009,64,1,0.0,99.65,20.704,86.0,122.0,0.0,0.0,0
84,7.939319,0.092062,64,1,0.0,99.657,20.703,86.0,122.0,0.0,0.0,0
85,8.035302,0.095983,64,1,0.0,99.649,20.698,86.0,122.0,0.0,0.0,0
86,8.1273,0.091997,64,1,0.0,99.648,20.709,86.0,122.0,0.0,0.0,0
87,8.21932,0.092021,0,-1,0.0,99.647,20.702,86.0,122.0,0.0,0.0,0
88,8.315283,0.095963,0,-1,0.0,96.276,17.284,85.0,116.0,0.0,0.0,0
89,8.407304,0.092021,0,-1,0.0,86.789,5.107,84.0,90.0,0.0,0.0,0
90,8.499344,0.09204,0,-1,0.0,86.787,5.101,84.0,90.0,0.0,0.0,0
91,8.5953,0.095956,0,-1,0.0,86.791,5.099,84.0,90.0,0.0,0.0,0
92,8.687317,0.092017,0,-1,0.0,86.787,5.104,84.0,90.0,0.0,0.0,0
93,8.779403,0.092086,0,-1,0.0,86.795,5.104,84.0,90.0,0.0,0.0,0
94,8.875323,0.095921,0,-1,0.0,86.799,5.108,84.0,90.0,0.0,0.0,0
95,8.967354,0.092031,0,-1,0.0,86.795,5.098,84.0,90.0,0.0,0.0,0
96,9.063348,0.095994,0,-1,0.0,86.795,5.105,84.0,90.0,0.0,0.0,0
97,9.155342,0.091994,0,-1,0.0,86.797,5.115,84.0,90.0,0.0,0.0,0
98,9.24737,0.092028,0,-1,0.0,86.805,5.109,84.0,90.0,0.0,0.0,0
99,9.343335,0.095965,64,1,0.0,86.804,5.104,84.0,90.0,0.0,0.0,0
100,9.435346,0.092011,64,1,0.0,86.899,5.11,84.0,90.0,0.0,0.0,0
101,9.52739,0.092044,64,1,0.0,99.668,20.707,86.0,122.0,0.0,0.0,0
102,9.623345,0.095955,0,-1,0.0,99.671,20.707,86.0,122.0,0.0,0.0,0
103,9.715382,0.092037,0,-1,0.0,97.394,18.448,85.0,118.0,0.0,0.0,0
104,9.807403,0.092021,0,-1,0.0,86.802,5.108,84.0,90.0,0.0,0.0,0
105,9.903368,0.095965,0,-1,0.0,86.808,5.111,84.0,90.0,0.0,0.0,0
106,9.995399,0.09203,0,-1,0.0,86.808,5.116,84.0,90.0,0.0,0.0,0
107,10.091383,0.095984,0,-1,0.0,86.814,5.112,84.0,90.0,0.0,0.0,0
108,10.183402,0.092019,0,-1,0.0,86.807,5.115,84.0,90.0,0.0,0.0,0
109,10.275426,0.092024,0,-1,0.0,86.812,5.12,84.0,90.0,0.0,0.0,0
110,10.371389,0.095963,0,-1,0.0,86.812,5.116,84.0,90.0,0.0,0.0,0
111,10.463414,0.092025,64,1,0.0,86.818,5.121,84.0,90.0,0.0,0.0,0
112,10.55543,0.092016,64,1,0.0,86.905,5.124,84.0,90.0,0.0,0.0,0
113,10.651412,0.095982,64,1,0.0,99.685,20.714,86.0,122.0,0.0,0.0,0
114,10.743418,0.092006,0,-1,0.0,99.68,20.71,86.0,122.0,0.0,0.0,0
115,10.835459,0.092041,0,-1,0.0,96.778,17.814,85.0,117.0,0.0,0.0,0
116,10.931437,0.095978,0,-1,0.0,86.811,5.124,84.0,90.0,0.0,0.0,0
117,11.023491,0.092054,0,-1,0.0,86.816,5.126,84.0,90.0,0.0,0.0,0
118,11.119466,0.095975,0,-1,0.0,86.812,5.124,84.0,90.0,0.0,0.0,0
119,11.211486,0.09202,0,-1,0.0,86.81,5.121,84.0,90.0,0.0,0.0,0
120,11.30352,0.092034,64,1,0.0,86.814,5.12,84.0,90.0,0.0,0.0,0
121,11.399506,0.095986,64,1,0.0,86.901,5.121,84.0,90.0,0.0,0.0,0
122,11.491523,0.092017,64,1,0.0,99.684,20.708,86.0,122.0,0.0,0.0,0
123,11.583523,0.092,0,-1,0.0,99.688,20.709,86.0,122.0,0.0,0.0,0
124,11.679467,0.095944,0,-1,0.0,96.868,17.906,85.0,117.0,0.0,0.0,0
