t_s,u_cmd,y_dark_pct
1.6963000234682113e-05,0.0,0.0
0.09690075899925432,0.0,0.0
0.1889042770017113,0.0,0.0
0.2846606659986719,0.0,0.0
0.37665016599930823,0.0,0.0
0.4686513880005805,0.0,0.0
0.5647423699992942,64.0,0.0
0.6566268329988816,64.0,0.0
0.7486784440006886,64.0,0.0
0.8446243879989197,64.0,0.0
0.9366873879989726,64.0,0.0
1.0286950730005628,64.0,0.0
1.1247610179998446,0.0,0.0
1.2166774990000704,0.0,0.0
1.3127650909991644,64.0,0.0
1.4046698509991984,64.0,0.0
1.496817146999092,0.0,0.0
1.5926539989995945,0.0,0.0
1.6848014060014975,64.0,0.0
1.776769701999001,64.0,0.0
1.872705906000192,64.0,0.0
1.9647099430003436,64.0,0.0
2.0567556280002464,64.0,0.0
2.1526894429989625,64.0,0.0
2.244876183998713,0.0,0.0
2.340691812998557,0.0,0.0
2.432844461000059,64.0,0.0
2.5247342200018466,64.0,0.0
2.6207179609991726,64.0,0.0
2.71274375700159,64.0,0.0
2.8047818310005823,64.0,0.0
2.9007661280011234,64.0,0.0
2.9927748310001334,64.0,0.0
3.084777441999904,64.0,0.0
3.180880645999423,0.0,0.0
3.2727707010017184,0.0,0.0
3.3687473309983034,0.0,0.0
3.4607556459995976,0.0,0.0
3.5528091460000724,0.0,0.0
3.6487676830001874,0.0,0.0
3.740914033998706,64.0,0.0
3.8328127569984645,64.0,0.0
3.928807164000318,64.0,0.0
4.020785534001334,64.0,0.0
4.112846496998827,64.0,0.0
4.208793997000612,64.0,0.0
4.300842312000896,64.0,0.0
4.392872866999824,64.0,0.0
4.488816645000043,64.0,0.0
4.580856200998824,64.0,0.0
4.676847588998498,64.0,0.0
4.768826570998499,64.0,0.0
4.861021774999244,0.0,0.0
4.957495533999463,0.0,0.0
5.049512348999997,0.0,0.0
5.141644348001137,0.0,0.0
5.237769534000108,64.0,0.0
5.329490495998471,64.0,0.0
5.421704514999874,0.0,0.0
5.517479589001596,0.0,0.0
5.609814366998762,64.0,0.0
5.705674015000113,64.0,0.0
5.797897940999974,0.0,0.0
5.88956401500036,0.0,0.0
5.9858083660001284,64.0,0.0
6.0775267370008805,64.0,0.0
6.169839700000011,0.0,0.0
6.265521181001532,0.0,0.0
6.357736699999805,0.0,0.0
6.449703884998598,0.0,0.0
6.545843977000914,64.0,0.0
6.637682681001024,64.0,0.0
6.733678107000742,64.0,0.0
6.825675959000364,64.0,0.0
6.918739903001551,64.0,0.0
7.013576255001681,64.0,0.0
7.105699087998801,64.0,0.0
7.197716292001132,64.0,0.0
7.293851531998371,0.0,0.0
7.385680679999496,0.0,0.0
7.4777167920001375,0.0,0.0
7.5736692729988135,0.0,0.0
7.665720198998315,0.0,0.0
7.7577322910001385,0.0,0.0
7.853854790999321,64.0,0.0
7.945719069000916,64.0,0.0
8.041861328001687,0.0,0.0
8.133701236001798,0.0,0.0
8.225755698000285,0.0,0.0
8.321697531999234,0.0,0.0
8.413743680001062,0.0,0.0
8.505747734998295,0.0,0.0
8.601740919999429,0.0,0.0
8.693771623999055,0.0,0.0
8.785965865001344,64.0,0.0
8.881773531000363,64.0,0.0
8.973814680000942,64.0,0.0
9.0697287160001,64.0,0.0
9.161964309001633,0.0,0.0
9.253789493999648,0.0,0.0
9.349785735001205,0.0,0.0
9.441784290000214,0.0,0.0
9.534028715999739,64.0,0.0
9.629792290001205,64.0,0.0
9.721800974999496,64.0,0.0
9.81384834599885,64.0,0.0
9.90982284599886,64.0,0.0
10.001813012000639,64.0,0.0
10.097805401001096,64.0,0.0
10.18981947499924,64.0,0.0
10.281866307999735,64.0,0.0
10.37780823399953,64.0,0.0
10.470006567000382,0.0,0.0
10.561859271001595,0.0,0.0
10.657836808000866,0.0,0.0
10.74983934500051,0.0,0.0
10.841898364000372,0.0,0.0
10.937862234000931,0.0,0.0
11.029893566999817,0.0,0.0
11.121941400000651,0.0,0.0
11.21788214100161,0.0,0.0
11.310025973998563,0.0,0.0
11.405974455999967,64.0,0.0
11.497767345001193,64.0,0.0
11.589940084999398,64.0,0.0
11.685132085000077,64.0,0.0
11.777307789001497,0.0,0.0
11.86917760399956,0.0,0.0
11.96527556699948,64.0,0.0
